,username,date,time,text,tweetID,placeID,daerah,lokasi,longitude,latitude,result,cluster_result
1901,@mnaufalshidqi, 2018-05-30, 22:41, Perut mules ga normal seminggu udah 2x... ,1001851133344731136, 691c978cbb1f6d97, Margacinta, Margacinta Indonesia,107.66034726081408,-6.9495145,perut mulas normal x,0
1902,@wahyuadiputra, 2018-05-30, 21:48, Sampe rumah perut mules ,1001837730161086470, 309cdad1ed489dec, Beji, Beji Indonesia,106.82203568675078,-6.3661595,rumah perut mulas,0
1903,@shuisei, 2018-05-30, 19:19, makan pepaya sepotong doang mules berkelajutan gini ,1001800231808192512, 408ad88ee0345f7d, Depok, Depok Indonesia,110.40824265575323,-7.76769565,makan pepaya potong doang mulas laju,0
1904,@Adzani_Lutfi, 2018-05-30, 00:11, Kalo lg kesel  mata ngantuk jadi gabisa merem  ditambah perut maag campur diare.,1001511400491991041, 4cb9dedf236475ad, Jagakarsa, Jagakarsa Indonesia,106.82795154196195,-6.332802,kesel mata antuk merem perut gastritis campur diare,3
1905,@ochapea, 2018-05-30, 08:28, kebayang ga sih kalo kamar lo sebelahan persis sama kamar mandi tetangga trus tiap doi berak mencret gue harus dengerin?:(,1001636479116849153, 32b242657c638eb5, Gamping, Gamping Indonesia,110.33204772307415,-7.7842540000000024,bayang kamar belah persis kamar mandi tetangga doi berak mencret dengar,1
1906,@arielseraphino, 2018-05-30, 23:14, Pulang ke Bandung malah disambut diare mencekam. :((,1001859319975952384, 868fcbb7fe6bf6d8, Bojongsoang, Bojongsoang Indonesia,107.66878995341793,-6.9879380000000015,pulang bandung sambut diare cekam,3
1907,@anggeresdoger, 2018-05-30, 19:19, Apa benar kalau abis buka puasa banyak yg sering sakit perut,1001800247004151809, 02a5a8983ca22b6b, Telukjambe, Telukjambe Indonesia,107.3380586661787,-6.3918870000000005,abis buka puasa sakit perut,2
1908,@KangYanaTea2, 2018-05-30, 19:25, Tiap nempo aki aki eta tah  enya eta nu peot  sok mules wae,1001801826386112512, 8abebb7370b6cef9, Pancoran, Pancoran Indonesia,106.84903505751888,-6.256264,empo aki aki eta kah nan eta khi peot mulas dewe,0
1909,@meidym, 2018-05-30, 20:16, Buka puasa di tempat makan all you can eat  pas di sana happy  sumpel2 terus makanan masuk. Ampe rumah mules ga karuan. ,1001814563472343041, 691c978cbb1f6d97, Margacinta, Margacinta Indonesia,107.66034726081408,-6.9495145,buka puasa makan all you hiosin eat happy sumpel makan masuk rumah mulas karuan,0
1910,@dudit1105_, 2018-05-30, 18:05, klan Fujiwara ni  masih hidup ke sekarang? awak nak lapar pula  lauk di rumah babi mulu  sakit perut ,1001781571437789184, cf712fd91280ebff, Denpasar Barat, Denpasar Barat Indonesia,115.19736477704636,-8.650534,klan fujiwara hidup awak nak lapar lauk rumah babi sakit perut,2
1911,@bigbehemoth, 2018-05-31, 18:33, Baca replynya  ngakak sampe mencret.  ,1002151162085167104, abfd22ae2083dfb1, Sragen, Sragen Indonesia,111.0204862946274,-7.4041273,baca modem akak mencret,1
1912,@Reno9820, 2018-05-31, 04:08, Chika ibu kamu lagi arisan ya? Itu ibu yang satu itu judes banget! Itu papah aku  sumpah ngakak gw ampe sakit perut  @Ini_Talkshow @netmediatama #IniSahurTokopediaHariKe15,1001933394530324480, d753c2420f2a8da5, Cilandak, Cilandak Indonesia,106.8022659220577,-6.29272805,chika arisan judes papah sumpah akak sakit perut acara netmediatama prasawya,2
1913,@pelanconq, 2018-05-31, 04:01, sakit perut gue nontin @Ini_Talkshow #IniSahurTokopediaHariKe15 ,1001931692146212865, ef770a913327c15a, Ulujami, Ulujami Indonesia,109.55852221194212,-6.84725,sakit perut liontin acara prasawya,2
1914,@noeajib, 2018-05-31, 00:38, Perasaan gak maem yg pedes2  tp kok mules yak,1001880453073154049, aee1f647eb659021, Ngemplak, Ngemplak Indonesia,110.47511750697493,-7.711567,asa sedap pedas mulas,0
1915,@mirzandiani, 2018-05-31, 00:26, gw kyknya cinta segitiga dah sm diare dan masuk angin,1001877487440220160, d74066a958870db1, Kebayoran Lama, Kebayoran Lama Indonesia,106.78563265281248,-6.2498520000000015,kek cinta segitiga diare masuk angin,3
1916,@MelWerty, 2018-06-01, 14:12, Dah mamak bilang! Jgn minum aer closet! Masih aja diminum. Diare kan kau,1002447900255780865, 0101781eef585ee9, Yogyakarta, Yogyakarta Indonesia,110.41343442386848,-7.874352,mamak bilang minum air kloset minum diare kau,3
1917,@RiefMoch, 2018-06-01, 12:18, Duh... Perut Qu tidak berSahabat... Bukan Karena Laper... Tapi Karena Sakit Perut ...,1002419137551925248, 08a21067b8eaf319, Sukarami, Sukarami Indonesia,104.71355124615879,-2.916703,duh perut qu sahabat lapar sakit perut,2
1918,@muhwid, 2018-06-01, 16:26, ndas e kok mules ya.,1002481619360333824, 67ee4e65b49cb758, Kalimantan Selatan, Kalimantan Selatan Indonesia,115.51599417801836,-2.74566825,endas e mulas,0
1919,@ceritanadia, 2018-06-01, 15:00, Iya tau kok. Udah diatur sedemikian rupa untuk perut. Kalo banyak nanti sakit perut. Tapi da enak pisan terus gaboleh minum banyak banyak katanya takut mencret:(,1002459750397644800, da02fd68ba12d8e8, Sukasari, Sukasari Indonesia,107.58904644830034,-6.8603106,iya atur rupa perut sakit perut ida enak pis minum takut mencret,2
1920,@cepipit, 2018-06-01, 09:59, Merapi batuk lagi..  Puasa hari ke 16 Tanggal merah hari Pancasila Badan gaenak ketularan masukangin suami Mules bgt  cz 1st period after a year plus plus,1002384100169150464, 440543bcd7c9e403, Sewon, Sewon Indonesia,110.35208153828309,-7.8559135,rapi batuk puasa tanggal merah pancasila badan enak tular tukang suami mulas cz st start after a year plus plus,0
1921,@InkaFatikha, 2018-06-01, 18:43, Buka puasa pake ayam geprek. Yaallah mules,1002515873809100800, b0fb545c9e1e26f5, Astanajapura, Astanajapura Indonesia,108.6397625252632,-6.7994175000000014,buka puasa pakai ayam suwir insya mulas,0
1922,@adit_ius, 2018-06-02, 03:55, Oh gini rasanya diare pas sahur Menakjubkan kaya donat indomi,1002654984976994305, f689b1ed479bbfa4, Ngaglik, Ngaglik Indonesia,110.40428210119288,-7.712573,oh diare sahur kagum kaya donat capcai,3
1923,@Yeolraaa, 2018-06-02, 13:53, Minggu pertama dikasih magg kambuh minggu kedua dikasih sakit perut alhamdulillah yah,1002805269259145216, c802a7998015a1ed, Ciomas, Ciomas Indonesia,106.74477250174492,-6.647944,minggu kasi flu kambuh minggu kasi sakit perut alhamdulillah,2
1924,@Sfwatashi, 2018-06-02, 10:36, Sudah sejak pagi mules karna hawa dingin ygnusuk bgt. Ini dtambah tau kl dia boncengan ama cwe. Mulessnyaaa lgsg bukakan 10.,1002755893757218818, 28ab1d73097a9fa9, Purwokerto Barat, Purwokerto Barat Indonesia,109.21161455513204,-7.422475200000001,pagi mulas hawa dingin tusuk bonceng ama om lemes buka,0
1925,@arieparikesit, 2018-06-02, 10:39, Rai mantanmu yang bikin mules haha ,1002756690322837505, fe6b60c154e3835d, Jawa Barat, Jawa Barat Indonesia,107.60389774606165,-6.867355,rai mantan mulas haha,0
1926,@jguntari, 2018-06-02, 10:54, DIARE AJA BEROBAT KE SINGAPORE WOY GILAAAAA ,1002760292835549184, 6e0f0a00ef60a2bf, Kalimantan Barat, Kalimantan Barat Indonesia,111.10989522389193,-0.4793298500000001,diare obat singa jomlo gila,3
1927,@ArdilahApriani, 2018-06-02, 11:58, Kerja sambil nahan pipis + nahan mules itu rasanya ya allah ,1002776336274894849, 5b11f2240a885df6, Cikande, Cikande Indonesia,106.34527555147908,-6.161929,kerja tahan pipis tahan mulas allah,0
1928,@Natasya_nath, 2018-06-02, 04:20, Semalem perutku mules gara gara makan indomie pake BABE rawitnya kebanyakan:( @StandUpIndo_MLG ##playsetan,1002661212415410178, 31569f33fbe4e733, Lowokwaru, Lowokwaru Indonesia,112.60684962877414,-7.943314999999999,maleman perut mulas makan goreng pakai babe rawit jadwal playsetan,0
1929,@Iimsadiyah_, 2018-06-02, 04:18, Siap2 diare grgr ultra milk nih,1002660770922917888, 51da59ce5c660a9a, Brebes, Brebes Indonesia,109.05953700573366,-6.8436085,diare mutisme ultra jus,3
1930,@IM3OoredooSBW, 2018-06-02, 20:36, Buka Puasa Bukan Ajang Balas Dendam. Ikuti 5 Tips Ini Biar Buka Puasa Gak Berakhir Sakit Perut!,1002906776516190209, 882b1174000759ae, Teluk Betung Utara, Teluk Betung Utara Indonesia,105.25242424863023,-5.4368496,buka puasa ajang balas dendam trik biar buka puasa sakit perut,2
1931,@IM3OoredooSBW, 2018-06-02, 20:40, Syaratnya cuma satu nih  kamu makannya jangan terburu-buru pertama biar  gak keselek kedua biar perutmu bisa mencerna dengan baik. Gak seru kan  kalau habis makan kolak langsung sakit perut?,1002907747472424961, 882b1174000759ae, Teluk Betung Utara, Teluk Betung Utara Indonesia,105.25242424863023,-5.4368496,syarat makan buru buru biar celek biar perut cerna seru habis makan kolak langsung sakit perut,2
1932,@RY_mega, 2018-06-02, 18:57, sakit perut ,1002881841941000192, a5868ee6d5c5bc31, Ciampea, Ciampea Indonesia,106.69791323626218,-6.612596000000001,sakit perut,2
1933,@alkinskyadika, 2018-06-02, 23:28, Pusing / sakit kepala  Makan makanan super pedes  Pusing hilang  Muncul panas perut  Siap2 besoknya mencret,1002950036978786304, d0c5968c42812706, Danurejan, Danurejan Indonesia,110.37183390182713,-7.7921359,pusing sakit kepala makan makan super pedas pusing hilang muncul panas perut besok mencret,2
1934,@IM3OoredooSBW, 2018-06-02, 20:37, Padahal kalau kamu terlalu rakus pas buka  puasa  kamu akan berujung  pada sakit perut. Gak enak banget loh  udah  puasa seharian  eh  begitu  buka malah sakit perut.,1002906931822882816, 882b1174000759ae, Teluk Betung Utara, Teluk Betung Utara Indonesia,105.25242424863023,-5.4368496,rakus buka puasa ujung sakit perut enak loh puasa eh buka sakit perut,2
1935,@syarif_atc, 2018-06-02, 12:03, Eek'o sek timbang mencret neng colono kak,1002777640988651520, b6bbc85d8e3411a0, Banjarsari, Banjarsari Indonesia,110.81564512467041,-7.547169699999999,eeko sek timbang mencret neng colong kak,1
1936,@windae, 2018-06-02, 10:16, Kn smooth ya.. bening.. trus mencret 3 hari lol sadis ya temen w,1002750871732510720, b5b74007b9768111, Dramaga, Dramaga Indonesia,106.73920990336477,-6.5755315,kn smooth bening mencret lol sadis teman w,1
1937,@AndikFee, 2018-06-02, 08:39, Sakit perut bahkan kebelet pop saat kedinginan itu.. grrr~~,1002726373163655168, 1a5f1e5c68aadacf, Kademangan, Kademangan Indonesia,113.19564003687876,-7.776344,sakit perut kebelet pop dingin grrr,2
1938,@YNswhyn, 2018-06-02, 08:06, Sakit perut akutu bacanya,1002718021142450176, 8f6d8fbc7060e679, Kalimantan Timur, Kalimantan Timur Indonesia,116.13535649815245,0.09857749999999996,sakit perut akut baca,2
1939,@heyreh_, 2018-06-02, 20:43, onok jagung jagung e hek mencret e,1002908633493979136, acda9192f009d85d, Wonokromo, Wonokromo Indonesia,112.73816483311458,-7.2942490000000015,upam jagung jagung e siau mencret e,1
1940,@fransmrt, 2018-06-03, 18:19, #recehkantwitter  Pemain timnas Jerman yang sakit perut terus.  Thomas Mulles,1003234703703339009, 0e31d9f14c515836, Bandung Wetan, Bandung Wetan Indonesia,107.61685311386309,-6.90541885,recehkantwitter main skuat jerman sakit perut paul mulles,2
1941,@renaldosisay, 2018-06-03, 03:58, mules pengen boker. tapi sayang abis sahur  gimana nih ,1003017930555002880, df7441d106d487d2, Sungai Rotan, Sungai Rotan Indonesia,104.30224956191157,-3.176217,mulas beol sayang abis sahur gim,0
1942,@zahrrra_, 2018-06-03, 04:01, Kontras sekali memang kehidupan yang fana ini. Ada anak yang diare berobatnya langsung di singapur  kalo saya yg diare cuma bisa kompres perut pake air panas didalem botol sirop :(,1003018904443076608, 8cee089b23296e32, Jatiasih, Jatiasih Indonesia,106.95332798188623,-6.295911,kontras hidup fana anak diare obat langsung singa diare kompres perut pakai air panas dalem botol sirop,3
1943,@YuliatinLia, 2018-06-03, 17:04, Ya ampuun bikin ngakak sampe sakit perut #PESBUKERSRAMADANANTV19  @SeriesANTV  @akangobet,1003215898193227777, 3cc53ab40905a970, Cicendo, Cicendo Indonesia,107.58574224532632,-6.9012881,ampun akak sakit perut pesbukersramadanantv seriesantv lerak,2
1944,@daddy_suryana, 2018-06-03, 11:50, Preeeeeett ... jd mules gw  dasar kampret,1003136764096049152, 9982e2946554cc04, Batu Ceper, Batu Ceper Indonesia,106.6542430468324,-6.145593,preeeeeett jd mulas dasar kampret,0
1945,@almaelmos, 2018-06-03, 20:43, Gatau kenapa jadi suka sama kopi  padahal dari dulu kalo minum kopi bawannya mules:'',1003270981920571392, bba02d4c41e99d19, Tarogong, Tarogong Indonesia,107.86366745168795,-7.189549499999999,suka kopi minum kopi bawang mulas,0
1946,@nrlatfh, 2018-06-03, 19:02, Ini kenapa mules deh,1003245598156308480, 25170bba05e2f73a, Mejobo, Mejobo Indonesia,110.88570331858541,-6.836181,mulas deh,0
1947,@denalfan17, 2018-06-03, 11:43, Barusan mencret,1003135091600547841, 0f8cbb99c609cfdf, Tambun, Tambun Indonesia,107.07157315416694,-6.2201165000000005,barusan mencret,1
1948,@dla_ong, 2018-06-03, 09:45, DdeongWu nahan mules  Itu napkin punya minhyun yaa?? Gambarnya fox soalnya  ,1003105417738661888, 72a27541ba93c861, Batununggal, Batununggal Indonesia,107.64049830673271,-6.9279340000000005,ddeongwu tahan mulas serbet minhyun gambar fox,0
1949,@FridoZH, 2018-06-03, 08:17, Lagi enak-enak tidur pules  eh tiba-tiba mules.   Ini tuh kaya lagi sayang-sayangnya ehh ditinggal pergi untuk jadi TKI.,1003083330621829120, 9e47c8239078e9c7, Cimanggis, Cimanggis Indonesia,106.8874776147162,-6.3919865,enak enak tidur bobok eh mulas kaya sayang sayang ehh tinggal pergi dehem,0
1950,@dickimahardika, 2018-06-03, 08:49, pagi pagi sakit perut karena semalem makan mie pedes. pengen berobat di singapore tapi setelah cek gopay  cuma baru bisa nganter sampai kalasan.,1003091278114914304, ae188c2b719d333e, Gondokusuman, Gondokusuman Indonesia,110.38095848372015,-7.786040700000001,pagi pagi sakit perut maleman makan kopyok pedas obat singa cek rek anter kalas,2
1951,@melindaprawati, 2018-06-04, 09:47, Sakit perut aing beb nungguin ngantri sejaman ,1003468149885362177, 6e0f0a00ef60a2bf, Kalimantan Barat, Kalimantan Barat Indonesia,111.10989522389193,-0.4793298500000001,sakit perut caing beb tunggu antri jam,2
1952,@dianmayapertiwi, 2018-06-04, 12:07, Karena tiap hari aku ada aja keluhannya  migrain yang tiap hari (tiap hari banget beneran)  sakit perut yang kembung lah  perih karena maag kumat  dll,1003503602277572614, c107a5c67004bd75, Cicadas, Cicadas Indonesia,107.66321764085319,-6.912686,keluh migrain sakit perut kembung perih gastritis kumat,2
1953,@panggilakuputri, 2018-06-04, 07:19, Setahun lalu jam segini sedang di ugd  di VT sambil nahan mules-mules ,1003431067854835712, 66555622726ab358, Setia Budi, Setia Budi Indonesia,106.8350755724146,-6.2213485,jam gin picu vt tahan mulas mulas,0
1954,@vankribo, 2018-06-04, 20:51, Kasih E aja  mencret pasti dia,1003635477499424770, 55f62fa215b6bc23, Lengkong, Lengkong Indonesia,107.62635912849359,-6.9341678,kasih e mencret,1
1955,@FabiolaAnanda, 2018-06-04, 19:23, Ini uda demam  mencret pula yalord lengkaplah hidup q,1003613267023917056, 62a5c5ffca44cab5, Umbulharjo, Umbulharjo Indonesia,110.38650458778105,-7.8136160000000014,demam mencret sobat lengkap hidup q,1
1956,@Grace11540749, 2018-06-04, 22:31, Yoi .......  dan yg minum nantinya warga DKI . Glek .... glek .... glek .... nikmatnya ..... duh ... kacian deh ....  dan blm berakhir  endingnya pada  mencret semua ...... ,1003660458589450242, c107a5c67004bd75, Cicadas, Cicadas Indonesia,107.66321764085319,-6.912686,minum warga bekas glek glek glek nikmat duh kaci deh bom plot mencret,1
1957,@MarineCulture, 2018-06-04, 13:44, 04 JUN 2018. Tim GRTC telah melaksanakan sesuai prosedure.  Ikan Segar => Proses ulang √  Bahaya Biologis/Mikrobiologis  disebabkan oleh bakteri pathogen    virus/parasit yg dpt menyebabkan keracunan  penyakit infeksi/infestasi  misalnya: E.Coli pathogenik dll. ,1003527942234730497, 3bd26dc3bcd6d4a6, Gerokgak, Gerokgak Indonesia,114.79315069345293,-8.205136999999999,jun tim sari laksana sesuai prosedur ikan segar proses ulang bahaya mikrobiologi akibat bakteri patogenesis virus akibat racun sakti infeksi coli patogenik,1
1958,@farizlvthfi, 2018-06-04, 09:39, Poso ngene malah mencret  ah ,1003466280152625153, db75a91bf37c631b, Pekalongan Utara, Pekalongan Utara Indonesia,109.68477986785852,-6.871881999999999,poso ngenyek mencret ah,1
1959,@novichristanti, 2018-06-04, 20:09, Isuk maeng ws mencret mar. Bcoz d ingi mangan nasi padang pedes bgt. But makasih saran e,1003624854107537414, df9b582f091f0789, Lakarsantri, Lakarsantri Indonesia,112.65075264181637,-7.2985504999999975,om main mencret mar dol d mangan nasi padang pedas makas saran e,1
1960,@ABe_Sant, 2018-06-04, 10:21, iki potensi war ... aku ramelu... hop ...hop ... *mules,1003476690410979328, 13e5e8a09a2558e4, Candisari, Candisari Indonesia,110.43089074796656,-7.016378,mawon potensi ajur gurih hop hop mulas,0
1961,@_yasmijn, 2018-06-04, 20:07, Tp mencret tiap hari,1003624158683467776, d04153eab7badc97, Lembang, Lembang Indonesia,107.66986096467596,-6.81347665,mencret,1
1962,@IngriedTambunan, 2018-06-04, 16:45," Setelah jadi perawat opung dirumah sakit selama 3 hari.  Seharian ini badan meriang   diare   dan pusing.  Bawaan lemes dan pgn tidur terus :""",1003573567915581440, 1a29683becc7959b, Bekasi Timur, Bekasi Timur Indonesia,107.0110060250435,-6.2544109999999975,awat ompu rumah sakit badan meriang diare pusing bawa lemes om tidur,3
1963,@Purwa_putera, 2018-06-04, 18:06,  Bahasa inggrisnya diare apaan dah?  Mirip sama dasi dan kursi.  Nani???  iya  tai en ceyr  w sleding yu punya tembolok  FYI diare bahasa inggrisnya diarhea #recehkantwitter,1003593887896629248, 25f5e9dbc1b635ac, Gambir, Gambir Indonesia,106.82605578723835,-6.168961,bahasa inggris diare dasi kursi fafa iya asu en w bekleding seg tembolok oke diare bahasa inggris diare recehkantwitter,3
1964,@Kurniawamuza, 2018-06-04, 19:26, Susah banget cari kerjaaan  DUNANGES  Mules tiap saat ngelihatin inbox email,1003613924959313920, 206d5d7a892e40c7, Karang Pilang, Karang Pilang Indonesia,112.68593797035385,-7.335499,susah cari kerja adun mulas lihat email email,0
1965,@Iimsadiyah_, 2018-06-04, 04:14, Minum ultra milk kapan diare smpe sekarang. Gile aja ya pencernaan.   Eh udh dibeliin ultra milk lagi. Untung ga kegoda.,1003384388883632128, 51da59ce5c660a9a, Brebes, Brebes Indonesia,109.05953700573366,-6.8436085,minum ultra jus diare gile cerna eh beli ultra jus untung koda,3
1966,@mutia_zsm, 2018-06-04, 06:31, #OldMoneyGakNgerasain sakit trus beli obatnya di warung yg 1 tablet harga 500 -  lha iya  wong diare aja langsung pesen tiket ke Singapura ,1003419005963530241, 84b74ae16ac24d40, Pengasih, Pengasih Indonesia,110.15605578181388,-7.8272065,oldmoneygakngerasain sakit beli obat warung tablet harga iya diare langsung sen tiket singa,3
1967,@Widhi_Waskito, 2018-06-04, 04:48, Sempat tadi pagi perut mules. Beresin sekalian dimarih. Next D1/10309 otw dari SDM (@ Commuter line Station Pondok Ranji) https://www.swarmapp.com/c/kjnBVxmkMIG ,1003393073978671106, 6c8aa00f3ecfda7f, Banten, Banten Indonesia,106.11479673475084,-6.437779,pagi perut mulas resin mari next d jam sendok commuter les stasiun pondok ranji,0
1968,@wdysrutm, 2018-06-04, 04:53, terus mules. hadeeeh,1003394276867239936, 849e167064f094d2, Tanjung Priok, Tanjung Priok Indonesia,106.87786932786379,-6.1299044,mulas hadeeeh,0
1969,@KayuagungRadio, 2018-06-05, 09:46, #naktaunian Medio Ramadan  diare jadi penyakit paling banyak diderita Zat berbahaya Takjil yang dijual di pinggir jalan  lanjut Ari  terkandung 10 persen zat berbahaya. Zat berbahaya ini menyebabkan gangguan pencernaan  yang membuat seseorang terkena diare.,1003830411703668736, 70d779a2aa1516db, Kota Surabaya, Kota Surabaya Jawa Timur,112.73087094790115,-7.277097500000001,naktaunian medio ramadan diare sakti alami zat bahaya takjil pasar pinggir jalan ari kandung persen zat bahaya zat bahaya akibat ganggu cerna kena diare,3
1970,@FebryMeuthia, 2018-06-05, 12:19, Aku mah udh mules opa,1003868981076246529, 1a29683becc7959b, Bekasi Timur, Bekasi Timur Indonesia,107.0110060250435,-6.2544109999999975,mah mulas opa,0
1971,@Tomsblock, 2018-06-05, 17:56, Sedelok ngkas mules let... kelebon bakwan mambu... Jingan tenan.,1003953698081402880, 67ed8b4d357a957b, Pecangan, Pecangan Indonesia,110.7173135821339,-6.7055275000000005,dok langkas mulas don pelebon bakwan mambu prosedur enak,0
1972,@iftaul, 2018-06-05, 17:41, buka puasa pake es blewah dicampur cola. Mules HAAAYYY...,1003949886054645763, 4baac1e3b6863685, Tanggul, Tanggul Indonesia,113.48663640690629,-8.1183055,buka puasa pakai es blewah campur psi mulas haaayyy,0
1973,@auliarac_, 2018-06-05, 18:44, jangan dem jangan  nanti kamu sakit perut loh.,1003965858857639936, c95804a84e8a1d6f, Cilacap Selatan, Cilacap Selatan Indonesia,108.88570766448632,-7.7320885,dem sakit perut loh,2
1974,@andika_m27, 2018-06-05, 18:53, Buka puasa kok sakit perut,1003968050373132288, 1c2f3f7f43ff5c1d, Percut Sei Tuan 1, Percut Sei Tuan 1 Indonesia,98.7457869422378,3.66817565,buka puasa sakit perut,2
1975,@YanniPramono, 2018-06-05, 22:20, Aduh Gak usah nampilin gambarnya mulu dong min  cukup judulnya saja udah muak mual mules  ada yg sependapat nggak?,1004020035117973504, 7c7e93f29191841c, Ciledug, Ciledug Indonesia,106.71323455829788,-6.220018,aduh tampil gambar min judul muak mual mulas tuju,0
1976,@Penyeruput_Kopi, 2018-06-05, 21:10, Kenapa yah hapir tiap kali habis ngopi perut terus mules pingin bab.. epek kapiin kah #kopikirgitu,1004002515120152577, 84ed8c9ccd29f8de, Tanjung Bintang, Tanjung Bintang Indonesia,105.45455660169209,-5.4001175,kali habis kopi perut mulas bab epek kapi kah kopikirgitu,0
1977,@riobpsimbolon, 2018-06-05, 22:49, @aburizalbakrie  @GolkarID lah gimana saya mau pilih golkar  krn orang yg katanya penting  ga memperkuat investasi di indonesia  nabung saham katanya  mules kalau lihat saham bakrie group! Pemerintah perlu tertibkan pt2 spt saham bakrie @jokowi,1004027483023273985, bf01cad1aa4e7bed, Bekasi Selatan, Bekasi Selatan Indonesia,106.98589472437752,-6.2358325,aburizalbakrie partai gim pilih partai orang kuat investasi indonesia tabung saham mulas lihat saham bakrie grup perintah tertib pt saham bakrie jokowi,0
1978,@KayuagungRadio, 2018-06-05, 06:33, #ngopi Manfaat pisang untuk kesehatan dari pisang hijau  -Meningkatkan penyerapan gizi -Mengatur tekanan darah -Mengandung bakteri probiotik -Obat diare -Sempurna untuk pengidap diabetes,1003781902321381377, 70d779a2aa1516db, Kota Surabaya, Kota Surabaya Jawa Timur,112.73087094790115,-7.277097500000001,kopi manfaat pisang sehat pisang hijau tingkat serap gizi atur tekan darah kandung bakteri antibiotik obat diare sempurna idap diabetes,3
1979,@septikaratnaS, 2018-06-05, 06:32, Tiap pagi sakit perut terus  i dnt like,1003781576470089729, 1313c5d37b77559a, Teluk Segara, Teluk Segara Indonesia,102.31358746365729,-3.816979,pagi sakit perut ida kui like,2
1980,@R_Risdiany, 2018-06-05, 07:03, Ini udah siap mangkat malah mules ya allah nanti telat kalo pupup dulu :(,1003789308484976640, d03736a456e75662, Andir, Andir Indonesia,107.57137558022018,-6.9060827000000025,mangkat mulas allah telat sobat,0
1981,@filahfadilah19, 2018-06-05, 06:56, Makan sambel dikit doang dah kek mau diare aja,1003787616221720577, 2fb072e61556f828, Semarang Selatan, Semarang Selatan Indonesia,110.42724030395784,-6.995802499999999,makan sambal dikit doang kek diare,3
1982,@delinans, 2018-06-06, 10:43, Duh gini amat si. Mules. Ngantuk. Tp masih lama ,1004207136195239936, 161351c4976facfb, Setu, Setu Indonesia,107.04723472176607,-6.345988999999999,duh mulas antuk,0
1983,@joan_putri, 2018-06-06, 11:18, Lebih baik sakit hati daripada sakit perut karna datang bulan!,1004215883953139718, 98dc353aeeaea703, Binjai Selatan, Binjai Selatan Indonesia,98.47860357728644,3.593001,sakit hati sakit perut,2
1984,@cichanloey, 2018-06-06, 05:25, Feels like  oey what it is? Why this happen to me? Dan selama gw idup 18th baru pertama kali ini ngerasain sakit DIARE  dan rasanya oey mending gw sakit radang ajadah  gabisa makan tapi bisa tidur mayan  lah ini gabisa makan  gabisa tidur  bolak Balik ke KM aja ,1004127053363404800, 05f769da7b930b41, Geneng, Geneng Indonesia,111.42949409476404,-7.495309,feels like oey not it is not this happen mark me mati kali sakit diare oey mending sakit radang sajadah makan tidur maya makan tidur bolak km,2
1985,@eringgit, 2018-06-06, 23:19, Ahahahahahahaak sakit perut w liatnya:(((( https://twitter.com/omarimrantweets/status/1004328170235891713 …,1004397333524594688, ac9f3b0d4a96ff80, Cakung, Cakung Indonesia,106.9473925388366,-6.18487245,ahahahahahahaak sakit perut w liat,2
1986,@nyeznisa, 2018-06-06, 08:04, Mules-mules nya engga kelar-kelar deh ah ,1004167151832297472, 166e60ce043ae45a, Purwokerto Selatan, Purwokerto Selatan Indonesia,109.24324849660034,-7.452499499999999,mulas mulas kelar kelar deh ah,0
1987,@OutsiderGK, 2018-06-06, 08:47, HAHAHAHAHAHAHA... Simic kayaknya lagi mengalami gejala seperti sakit kepala  mual-mual  depresi  diare  hipertensi  demam  insomnia  sakit gigi  hidung meler ingusan dan susah kentut ,1004177896552914944, b66704d06bc0d6d6, Kota Bandung, Kota Bandung Jawa Barat,107.62991486839908,-6.9033101,hahahahahahaha simic alam gejala sakit kepala mual mual depresi diare hipertensi demam insomnia sakit gigi hidung meler ingus susah kentut,2
1988,@dudit1105_, 2018-06-06, 17:32, duileh meriksain uas doi aja gua mules,1004310083814154241, cf712fd91280ebff, Denpasar Barat, Denpasar Barat Indonesia,115.19736477704636,-8.650534,periksa uas doi gua mulas,0
1989,@naufal_DnTh, 2018-06-06, 15:05, Makan berlebihan = sakit perut ,1004273121711382529, 408ad88ee0345f7d, Depok, Depok Indonesia,110.40824265575323,-7.76769565,makan sakit perut,2
1990,@ArdilahApriani, 2018-06-06, 12:29, Dri pgi ngerasain sakit perut kirain mau haid  udh beli kiranti pas di cek malah kaga ada   plis atulah haid skrg aja  biar bisa ikut solat ied ,1004233811771547649, 5b11f2240a885df6, Cikande, Cikande Indonesia,106.34527555147908,-6.161929,jam sakit perut haid beli kiran cek kagak haid biar solah ied,2
1991,@rezaa_ramadhann, 2018-06-06, 14:21, Saking udah lamanya ga ketemu sama yg namamya deadline project  sekalinya sekarang ketemu kok jadi mules ya ;3,1004261884512464896, 019ffe0a3471b036, Tanah Abang, Tanah Abang Indonesia,106.81773603395331,-6.2016105,saking ketemu nama tenggat project ketemu mulas,0
1992,@andreasafriza, 2018-06-06, 22:09, Ta minumin kopi biar mules ka,1004379700943130624, 759da2fd50704c4c, Balikpapan Utara, Balikpapan Utara Indonesia,116.87720732524357,-1.1540174,ala minum kopi biar mulas seg,0
1993,@DidiCahya, 2018-06-06, 11:34, Mending aku kakean sambel. Mencret.,1004219995155361792, a933df63601f2338, Rungkut, Rungkut Indonesia,112.8040266405806,-7.3143410000000015,mending sake sambal mencret,1
