,username,date,time,text,tweetID,placeID,daerah,lokasi,longitude,latitude,result,cluster_result,province
1447,@mariakpd, 2018-04-26, 02:33,"@mariakpd<br>@mariakpd<br>@mariakpd<br>@mariakpd<br>@mariakpd<br>@mariakpd<br>@mariakpd<br>@mariakpd<br> Sebuah pengakuan:  Akhir-akhir ini gampang mules karena makan apapun.  Sepertinya gejala fisik berat pergi dari sini :""<br> 02:33 -  2018-04-26 dari  ",9.89E+17, 408ad88ee0345f7d, Depok, Depok Indonesia,110.4082427,-7.76769565,gampang mulas makan gejala fisik berat pergi,0,DIY
1448,@drvtnr, 2018-04-26, 14:21,@drvtnr<br>@drvtnr<br>@drvtnr<br>@drvtnr<br>@drvtnr<br>@drvtnr<br>@drvtnr<br>@drvtnr<br> Kok masi mules sik<br> 14:21 -  2018-04-26 dari  Mlati Indonesia<br> 14:21 -  2018-04-26 dari  Mlati Indonesia<br> 14:21 -  2018-04-26 dari  Mlati Indonesia<br> 14:21,9.89E+17, ea9809774c4145c3, Mlati, Mlati Indonesia,110.3292369,-7.736615,mulas kui,3,DIY
1449,@AnindhitaAyesha, 2018-04-26, 17:10,@AnindhitaAyesha<br>@AnindhitaAyesha<br>@AnindhitaAyesha<br>@AnindhitaAyesha<br>@AnindhitaAyesha<br>@AnindhitaAyesha<br>@AnindhitaAyesha<br>@AnindhitaAyesha<br> Demi apa lagi enak2 brainstorming di sbucks  terpaksa pulang gegara tb2 sakit perut etdaaaah <,9.89E+17, 8b58170c3b5c9585, Sukodono, Sukodono Indonesia,112.6633241,-7.4086075,enak diskusi sbucks paksa pulang gegar tb sakit perut etdaaaah,2,Jatim
1450,@rositaserlys, 2018-04-26, 17:35,@rositaserlys<br>@rositaserlys<br>@rositaserlys<br>@rositaserlys<br>@rositaserlys<br>@rositaserlys<br>@rositaserlys<br>@rositaserlys<br> Dia lagi apa ya di sana? Semoga nggak makan sempolan biar nggak sakit perut.   Semoga ada yang beresin kontrakan biar ,9.89E+17, a15ecd30e108f0f5, Kartosuro, Kartosuro Indonesia,110.7490578,-7.55958515,moga makan gempol biar sakit perut moga resin kontra biar bersih sampah moga pikir,2,Jateng
1451,@prlslI, 2018-04-26, 10:39,@prlslI<br>@prlslI<br>@prlslI<br>@prlslI<br>@prlslI<br>@prlslI<br>@prlslI<br>@prlslI<br> Mules tapi sedang tak ingin bersekresi bak cinta tak terbalas<br> 10:39 -  2018-04-26 dari  Medan Tuntungan Indonesia<br> 10:39 -  2018-04-26 dari  Medan Tuntungan In,9.89E+17, 568387a4ca76b415, Medan Tuntungan, Medan Tuntungan Indonesia,98.61745678,3.54737985,mulas sekresi bak cinta balas,3,Sumut
1452,@Fauziputra_11, 2018-04-26, 09:33,@Fauziputra_11<br>@Fauziputra_11<br>@Fauziputra_11<br>@Fauziputra_11<br>@Fauziputra_11<br>@Fauziputra_11<br>@Fauziputra_11<br>@Fauziputra_11<br> Tik tok♫bikin mules perut <br> 09:33 -  2018-04-26 dari  Serang Indonesia<br> 09:33 -  2018-04-26 dari  Sera,9.89E+17, 900dd3ca7a614b4f, Serang, Serang Indonesia,106.154172,-6.114661,tik tok mulas perut,3,Banten
1453,@qiranauchie, 2018-04-26, 20:40,@qiranauchie<br>@qiranauchie<br>@qiranauchie<br>@qiranauchie<br>@qiranauchie<br>@qiranauchie<br>@qiranauchie<br>@qiranauchie<br> Jgn Ketawa Bang Wkwkwkwk Sakit Perut Liat Viking Yang Gobloknya Hqq<br> 20:40 -  2018-04-26 dari  Penjaringan Indonesia<br> 20,9.89E+17, e2e27d37d1745d63, Penjaringan, Penjaringan Indonesia,106.7700359,-6.115696,ketawa bang wkwkwkwk sakit perut liat haiking goblok hqq,2,JKT
1454,@EllyaShinta, 2018-04-26, 21:07,@EllyaShinta<br>@EllyaShinta<br>@EllyaShinta<br>@EllyaShinta<br>@EllyaShinta<br>@EllyaShinta<br>@EllyaShinta<br>@EllyaShinta<br> Sampe ngekek ngeliat nunung ketawa sampw sakit perut<br> 21:07 -  2018-04-26 dari  Sukarame Indonesia<br> 21:07 -  2018-04-26 ,9.90E+17, 1f1226b90ad4867e, Sukarame, Sukarame Indonesia,105.2867203,-5.37784735,kicau liat gunung ketawa sampa sakit perut,2,Lampung
1455,@betapstyn, 2018-04-26, 19:11,@betapstyn<br>@betapstyn<br>@betapstyn<br>@betapstyn<br>@betapstyn<br>@betapstyn<br>@betapstyn<br>@betapstyn<br> Lagi sakit perut akutu<br> 19:11 -  2018-04-26 dari  Udanawu Indonesia<br> 19:11 -  2018-04-26 dari  Udanawu Indonesia<br> 19:11 -  2018-04-26,9.89E+17, f64ef2dc113cf721, Udanawu, Udanawu Indonesia,112.0476699,-8.019651,sakit perut akut,2,Jatim
1456,@OnaldArt, 2018-04-26, 19:28,"@OnaldArt<br>@OnaldArt<br>@OnaldArt<br>@OnaldArt<br>@OnaldArt<br>@OnaldArt<br>@OnaldArt<br>@OnaldArt<br> Paling mules itu kl lg enaena nonton tiba2 ada yg ngoceh disebelah  ""dia ntar mati  pngkhianatnya yg itu"".... #bantingtivi<br> 19:28 -  2018-04-26 dar",9.89E+17, 78d93e1beb688450, Mamajang, Mamajang Indonesia,119.4118196,-5.1666189,mulas enaena tonton oceh belah entar mati khianat banting,3,Sulsel
1457,@rinmay69, 2018-04-26, 17:48,@rinmay69<br>@rinmay69<br>@rinmay69<br>@rinmay69<br>@rinmay69<br>@rinmay69<br>@rinmay69<br>@rinmay69<br> Menjelang weekend... selalu mules<br> 17:48 -  2018-04-26 dari  Setia Budi Indonesia<br> 17:48 -  2018-04-26 dari  Setia Budi Indonesia<br> 17:48 -  2,9.89E+17, 66555622726ab358, Setia Budi, Setia Budi Indonesia,106.8350756,-6.2213485,jelang weekend mulas,3,JKT
1458,@amalianisaa, 2018-04-26, 02:10,@amalianisaa<br>@amalianisaa<br>@amalianisaa<br>@amalianisaa<br>@amalianisaa<br>@amalianisaa<br>@amalianisaa<br>@amalianisaa<br> Belum bisa tidur  skrol temlen  kebaca spoiler. Kzl banget. Yang spoiler nih semoga mencret tiap hari selama dua taun deh. Not,9.89E+17, f689b1ed479bbfa4, Ngaglik, Ngaglik Indonesia,110.4042821,-7.712573,tidur godek baca trailer seh trailer moga mencret taun deh not cuek huh not cuek,5,DIY
1459,@abiyana, 2018-04-26, 16:36,@abiyana<br>@abiyana<br>@abiyana<br>@abiyana<br>@abiyana<br>@abiyana<br>@abiyana<br>@abiyana<br> Masih mencret dipaksa gantang bongan maneh nyada wae atuh  #latber… https://www.instagram.com/p/BiB2PoHlgeXfI4qKlBi38vArYqmdR1k_m5kHXk0/ …<br> 16:36 -  20,9.89E+17, 574b9d7d1295c7b4, Sumurbandung, Sumurbandung Indonesia,107.6170786,-6.91441725,mencret paksa gantang kobongan teh nyaring dewe mah gaco,5,Jabar
1460,@irwanBFL, 2018-04-26, 22:35,@irwanBFL<br>@irwanBFL<br>@irwanBFL<br>@irwanBFL<br>@irwanBFL<br>@irwanBFL<br>@irwanBFL<br>@irwanBFL<br> Tidur kali mules<br> 22:35 -  2018-04-26 dari  Salawu Indonesia<br> 22:35 -  2018-04-26 dari  Salawu Indonesia<br> 22:35 -  2018-04-26 dari  Salawu In,9.90E+17, 871f8c7c77e4d038, Salawu, Salawu Indonesia,108.010767,-7.385502,tidur kali mulas,3,Jabar
1461,@ReaJeffry, 2018-04-26, 09:15,@ReaJeffry<br>@ReaJeffry<br>@ReaJeffry<br>@ReaJeffry<br>@ReaJeffry<br>@ReaJeffry<br>@ReaJeffry<br>@ReaJeffry<br> biasax i2 klu mienya bikin perut mules.  Berarti kuah mienya obatnya..<br> 09:15 -  2018-04-26 dari  Mandonga Indonesia<br> 09:15 -  2018-04-2,9.89E+17, f50436e042d3f6a6, Mandonga, Mandonga Indonesia,122.4851036,-3.9841273,ida sup perut mulas kuah sup obat,3,Sultra
1462,@srimulkiyatul, 2018-04-27, 06:35,@srimulkiyatul<br>@srimulkiyatul<br>@srimulkiyatul<br>@srimulkiyatul<br>@srimulkiyatul<br>@srimulkiyatul<br>@srimulkiyatul<br>@srimulkiyatul<br> Bagi kamu yang suka sakit perut  sakit pinggang saat haid  apalagi sakitnya minta ampun saat… https://www.in,9.90E+17, 574b9d7d1295c7b4, Sumurbandung, Sumurbandung Indonesia,107.6170786,-6.91441725,suka sakit perut sakit pinggang haid sakit ampun,2,Jabar
1463,@BungaDiviana, 2018-04-27, 21:22,@BungaDiviana<br>@BungaDiviana<br>@BungaDiviana<br>@BungaDiviana<br>@BungaDiviana<br>@BungaDiviana<br>@BungaDiviana<br>@BungaDiviana<br> Makan Indomie pake saos sambel  taburan boncabe dan komen nitijen.  Diare sekebon~<br> 21:22 -  2018-04-27 dari  Marga,9.90E+17, 691c978cbb1f6d97, Margacinta, Margacinta Indonesia,107.6603473,-6.9495145,makan goreng pakai saus sambal tabur cabe komentar sampa diare kebon,4,Jabar
1464,@f_puspita_, 2018-04-27, 20:59,@f_puspita_<br>@f_puspita_<br>@f_puspita_<br>@f_puspita_<br>@f_puspita_<br>@f_puspita_<br>@f_puspita_<br>@f_puspita_<br> Seketika pengen whatsapp atau DM atau apapun itu bilang kangennnn..   Tapi.. Ketika inget dia mencampakan kamu di pagi hari yang indah,9.90E+17, ac9f3b0d4a96ff80, Cakung, Cakung Indonesia,106.9473925,-6.18487245,whatsapp dm bilang kangen campa pagi indah langsung mulas,1,JKT
1465,@madamefarida, 2018-04-27, 13:03,@madamefarida<br>@madamefarida<br>@madamefarida<br>@madamefarida<br>@madamefarida<br>@madamefarida<br>@madamefarida<br>@madamefarida<br> Saat ini Perut mules  tangan gemeteran  def degan... Dipikir stresss… (w/ WM  Sahli  & 20 others at House Of 38) —,9.90E+17, 00ce43ecd091a5e8, Kebayoran Baru, Kebayoran Baru Indonesia,106.8079371,-6.2445845,perut mulas tangan gemetar sep degan pikir stres w wm ahli others at house of,3,JKT
1466,@bellamaristha, 2018-04-27, 23:08,@bellamaristha<br>@bellamaristha<br>@bellamaristha<br>@bellamaristha<br>@bellamaristha<br>@bellamaristha<br>@bellamaristha<br>@bellamaristha<br> Walhasilll udah jam segini perut w masih siaga 1  bolak balik kamar mandi akibat pedesnya lebay bener  tapi en,9.90E+17, f4ea9b9895a17206, Sumber Gempol, Sumber Gempol Indonesia,111.9457555,-8.0981615,alhasil jam gin perut w siaga bolak kamar mandi akibat pedas galau enak perut mulas enak pedas,2,Jatim
1467,@adlinaef, 2018-04-27, 23:44,@adlinaef<br>@adlinaef<br>@adlinaef<br>@adlinaef<br>@adlinaef<br>@adlinaef<br>@adlinaef<br>@adlinaef<br> udah 3 hari ini pola sarapan di ubah  dari yg tadinya makan sereal jd ganti pake buah  tp kok jd sering lapernya ya? padahal udah makan  tp tetep saki,9.90E+17, 2e1008fd77a5b1bf, Pondokgede, Pondokgede Indonesia,106.9282952,-6.2931675,pola sarap ubah makan real jd ganti pakai buah jd cape makan sakit perut akut,0,Jabar
1468,@Apin_Deva, 2018-04-27, 08:07,@Apin_Deva<br>@Apin_Deva<br>@Apin_Deva<br>@Apin_Deva<br>@Apin_Deva<br>@Apin_Deva<br>@Apin_Deva<br>@Apin_Deva<br> Esuk2 wis mencret dab. Selai kacang<br> 08:07 -  2018-04-27 dari  Pasar Minggu Indonesia<br> 08:07 -  2018-04-27 dari  Pasar Minggu Indonesia<,9.90E+17, f48804e2e35d1099, Pasar Minggu, Pasar Minggu Indonesia,106.8361301,-6.293493,besuk dewe mencret dab selai kacang,5,JKT
1469,@octtiana, 2018-04-27, 18:26,@octtiana<br>@octtiana<br>@octtiana<br>@octtiana<br>@octtiana<br>@octtiana<br>@octtiana<br>@octtiana<br> wis  pokoke sik ngandani spoiler infinity war tak dongakne mencret 2 taun -<br> 18:26 -  2018-04-27 dari  Kartosuro Indonesia<br> 18:26 -  2018-04-27 ,9.90E+17, a15ecd30e108f0f5, Kartosuro, Kartosuro Indonesia,110.7490578,-7.55958515,dewe pokok kui andan trailer fit ajur dongak mencret taun,5,Jateng
1470,@MarineCulture, 2018-04-27, 12:57,@MarineCulture<br>@MarineCulture<br>@MarineCulture<br>@MarineCulture<br>@MarineCulture<br>@MarineCulture<br>@MarineCulture<br>@MarineCulture<br> 27 APR 2018. Tim GRTC telah melaksanakan sesuai prosedure.  Ikan Segar => Proses ulang √  Bahaya Biologis/Mi,9.90E+17, 3bd26dc3bcd6d4a6, Gerokgak, Gerokgak Indonesia,114.7931507,-8.205137,dok tim sari laksana sesuai prosedur ikan segar proses ulang bahaya mikrobiologi akibat bakteri patogenesis virus akibat racun sakti infeksi coli patogenik sumber bkipm,3,Bali
1471,@Mosthafavi, 2018-04-27, 18:05,@Mosthafavi<br>@Mosthafavi<br>@Mosthafavi<br>@Mosthafavi<br>@Mosthafavi<br>@Mosthafavi<br>@Mosthafavi<br>@Mosthafavi<br> Nanti kalo udah makin sering mules <br> 18:05 -  2018-04-27 dari  Lima Indonesia<br> 18:05 -  2018-04-27 dari  Lima Indonesia<br> 18:0,9.90E+17, 39e923d79493cd32, Lima, Lima Indonesia,106.7874256,-6.3451445,mulas,3,Jabar
1472,@wiwigaga_, 2018-04-27, 18:04,@wiwigaga_<br>@wiwigaga_<br>@wiwigaga_<br>@wiwigaga_<br>@wiwigaga_<br>@wiwigaga_<br>@wiwigaga_<br>@wiwigaga_<br> Mules mulu  padahal udah boker. Oiya  makan pedes mulu gue di sini.<br> 18:04 -  2018-04-27 dari  Sawangan Indonesia<br> 18:04 -  2018-04-27 d,9.90E+17, 399e79a7f42048e2, Sawangan, Sawangan Indonesia,106.7636601,-6.3928945,mulas beol kak makan pedas,0,Jabar
1473,@regadityaa, 2018-04-27, 16:25,@regadityaa<br>@regadityaa<br>@regadityaa<br>@regadityaa<br>@regadityaa<br>@regadityaa<br>@regadityaa<br>@regadityaa<br> Sakit perut<br> 16:25 -  2018-04-27 dari  Kebayoran Baru Indonesia<br> 16:25 -  2018-04-27 dari  Kebayoran Baru Indonesia<br> 16:25 - ,9.90E+17, 00ce43ecd091a5e8, Kebayoran Baru, Kebayoran Baru Indonesia,106.8079371,-6.2445845,sakit perut,2,JKT
1474,@nanda_afrian, 2018-04-27, 23:45,@nanda_afrian<br>@nanda_afrian<br>@nanda_afrian<br>@nanda_afrian<br>@nanda_afrian<br>@nanda_afrian<br>@nanda_afrian<br>@nanda_afrian<br> Aduh kok aku mules yha  ijin kejap yee<br> 23:45 -  2018-04-27 dari  Baitussalam Indonesia<br> 23:45 -  2018-04-27 dar,9.90E+17, d9f4061c2a17410e, Baitussalam, Baitussalam Indonesia,95.43005083,5.5818595,aduh mulas izin kejap yee,3,Aceh
1475,@adysaml, 2018-04-28, 19:32,@adysaml<br>@adysaml<br>@adysaml<br>@adysaml<br>@adysaml<br>@adysaml<br>@adysaml<br>@adysaml<br> Setelah makan dan minum itu ga lama langsung diare :”)<br> 19:32 -  2018-04-28 dari  Cidadap Indonesia<br> 19:32 -  2018-04-28 dari  Cidadap Indonesia<br> 1,9.90E+17, 372acc57071aa8aa, Cidadap, Cidadap Indonesia,107.60906,-6.863525,makan minum langsung diare,4,Jabar
1476,@MahanPhirma, 2018-04-28, 21:12,@MahanPhirma<br>@MahanPhirma<br>@MahanPhirma<br>@MahanPhirma<br>@MahanPhirma<br>@MahanPhirma<br>@MahanPhirma<br>@MahanPhirma<br> #MALAMMINGGU malah mencret<br> 21:12 -  2018-04-28 dari  Denpasar Barat Indonesia<br> 21:12 -  2018-04-28 dari  Denpasar Barat,9.90E+17, cf712fd91280ebff, Denpasar Barat, Denpasar Barat Indonesia,115.1973648,-8.650534,minggu mencret,5,Bali
1477,@ays_saputra, 2018-04-28, 20:55,@ays_saputra<br>@ays_saputra<br>@ays_saputra<br>@ays_saputra<br>@ays_saputra<br>@ays_saputra<br>@ays_saputra<br>@ays_saputra<br> Seng 4 mencret.ealahhh <br> 20:55 -  2018-04-28 dari  Serengan Indonesia<br> 20:55 -  2018-04-28 dari  Serengan Indonesia<br> ,9.90E+17, eae3280ba489ad6c, Serengan, Serengan Indonesia,110.8149572,-7.5820304,seng mencret,5,Jateng
1478,@adysaml, 2018-04-28, 19:33,@adysaml<br>@adysaml<br>@adysaml<br>@adysaml<br>@adysaml<br>@adysaml<br>@adysaml<br>@adysaml<br> Apakah ini efek makan dikit terus sekalinya makan yg kaya gt gt langsung diare? :”) gapapa deh yaa yang penting kurus :”) doain ya guys demi 50kg yg lebih,9.90E+17, 372acc57071aa8aa, Cidadap, Cidadap Indonesia,107.60906,-6.863525,efek makan dikit makan kaya gt gt langsung diare deh kurus doa loh gram,0,Jabar
1479,@Erlz_, 2018-04-28, 16:49,@Erlz_<br>@Erlz_<br>@Erlz_<br>@Erlz_<br>@Erlz_<br>@Erlz_<br>@Erlz_<br>@Erlz_<br> klaim udah dapet hidayah sama belom dapet ini yang bikin mules..kalo verpol yg klaim pernah juara UCL baru bisa bilang..ya kan bang? <br> 16:49 -  2018-04-28 dari  Balikpapan,9.90E+17, b3fa2e5098f90a33, Balikpapan Barat, Balikpapan Barat Indonesia,116.8082424,-1.14088745,klaim kasih hidayah bom kasih buncit gerpol klaim juara bilang bang,3,Kaltim
1480,@AntiaaaL, 2018-04-28, 22:54,@AntiaaaL<br>@AntiaaaL<br>@AntiaaaL<br>@AntiaaaL<br>@AntiaaaL<br>@AntiaaaL<br>@AntiaaaL<br>@AntiaaaL<br> 28 April  2017. Pukul 22.30  Aku dan @intanwlndr masih berkutik dengan kuteks kita yg diganti berapa kali. Ngecekin barang bawaan ampe nametag yg gak ,9.90E+17, b8587a427b6cf2b5, Bandung Kulon, Bandung Kulon Indonesia,107.5550951,-6.93193585,april intanwlndr kutik kuteks ganti kali ecek barang bawa nametag syarat bain tiket mulas seran,3,Jabar
1481,@AjiBramasto, 2018-04-28, 09:02,"@AjiBramasto<br>@AjiBramasto<br>@AjiBramasto<br>@AjiBramasto<br>@AjiBramasto<br>@AjiBramasto<br>@AjiBramasto<br>@AjiBramasto<br> Makan pedes dikit aja udah sakit perut -_-"" emang dah ga boleh makan pedes<br> 09:02 -  2018-04-28 dari  Kalasan Indonesia<br>",9.90E+17, 985d2f4ed1a2b7ef, Kalasan, Kalasan Indonesia,110.4663995,-7.7443825,makan pedas dikit sakit perut makan pedas,0,DIY
1482,@NPaluPi, 2018-04-28, 14:17,@NPaluPi<br>@NPaluPi<br>@NPaluPi<br>@NPaluPi<br>@NPaluPi<br>@NPaluPi<br>@NPaluPi<br>@NPaluPi<br> Mendadak mules <br> 14:17 -  2018-04-28 dari  Jagakarsa Indonesia<br> 14:17 -  2018-04-28 dari  Jagakarsa Indonesia<br> 14:17 -  2018-04-28 dari  Jagakarsa In,9.90E+17, 4cb9dedf236475ad, Jagakarsa, Jagakarsa Indonesia,106.8279515,-6.332802,dadak mulas,3,JKT
1483,@NPaluPi, 2018-04-28, 12:45,@NPaluPi<br>@NPaluPi<br>@NPaluPi<br>@NPaluPi<br>@NPaluPi<br>@NPaluPi<br>@NPaluPi<br>@NPaluPi<br> @dheerahma @fiaZakia katanya after June. Astagaaaah antara seneng sama mules kalo inget tabungan gw  <br> 12:45 -  2018-04-28 dari  Jagakarsa Indonesia<br> 12,9.90E+17, 4cb9dedf236475ad, Jagakarsa, Jagakarsa Indonesia,106.8279515,-6.332802,rahmat pakis after mei astaga neng mulas tabung,3,JKT
1484,@aphink_tea, 2018-04-28, 11:26,@aphink_tea<br>@aphink_tea<br>@aphink_tea<br>@aphink_tea<br>@aphink_tea<br>@aphink_tea<br>@aphink_tea<br>@aphink_tea<br> Keren acara ini  bikin sakit perut #cikole #lembang #jawabarat #haribumi #warlock40791 #lemido… https://www.instagram.com/p/BiGaIKPn,9.90E+17, d04153eab7badc97, Lembang, Lembang Indonesia,107.669861,-6.81347665,keren acara sakit perut grafika lembang timur nonpribumi warlock lemidi,2,Jabar
1485,@sanjaiko, 2018-04-28, 23:26,@sanjaiko<br>@sanjaiko<br>@sanjaiko<br>@sanjaiko<br>@sanjaiko<br>@sanjaiko<br>@sanjaiko<br>@sanjaiko<br> H-1 malah mules bukan main...  Gada riwayat maag perasaan dah... <br> 23:26 -  2018-04-28 dari  Purwokerto Selatan Indonesia<br> 23:26 -  2018-04-28 d,9.90E+17, 166e60ce043ae45a, Purwokerto Selatan, Purwokerto Selatan Indonesia,109.2432485,-7.4524995,h mulas main gada riwayat gastritis asa,3,Jateng
1486,@xcatpoohx, 2018-04-29, 15:13,@xcatpoohx<br>@xcatpoohx<br>@xcatpoohx<br>@xcatpoohx<br>@xcatpoohx<br>@xcatpoohx<br>@xcatpoohx<br>@xcatpoohx<br> Makan nasi padang  eh mencret. Gak mencret bgt sih  punya tendensi kesitu lah <br> 15:13 -  2018-04-29 dari  Purwokerto Utara Indonesia<br> 15,9.91E+17, 0f5663ec8d8681e5, Purwokerto Utara, Purwokerto Utara Indonesia,109.2374087,-7.39976395,makan nasi padang eh mencret mencret tendensi kesitu,5,Jateng
1487,@akar_tandus16, 2018-04-29, 23:22,@akar_tandus16<br>@akar_tandus16<br>@akar_tandus16<br>@akar_tandus16<br>@akar_tandus16<br>@akar_tandus16<br>@akar_tandus16<br>@akar_tandus16<br> SOB(Son Of Bluesking)ry ini action.....macekrek...cekrek cekrek Ra mencret @ Akar Farm https://www.instagram.c,9.91E+17, 5d1c8c8423e5fd0f, Kemayoran, Kemayoran Indonesia,106.8652285,-6.160423,sobson of blueskingry cekres jepret seg mencret akar minimarket,5,JKT
1488,@abujanganlagi, 2018-04-29, 09:41,@abujanganlagi<br>@abujanganlagi<br>@abujanganlagi<br>@abujanganlagi<br>@abujanganlagi<br>@abujanganlagi<br>@abujanganlagi<br>@abujanganlagi<br> Mules adalah alarm terbaiq ku<br> 09:41 -  2018-04-29 dari  Bekasi Selatan Indonesia<br> 09:41 -  2018-04-29 d,9.90E+17, bf01cad1aa4e7bed, Bekasi Selatan, Bekasi Selatan Indonesia,106.9858947,-6.2358325,mulas alarm,3,Jabar
1489,@LuthAbid, 2018-04-29, 07:24,@LuthAbid<br>@LuthAbid<br>@LuthAbid<br>@LuthAbid<br>@LuthAbid<br>@LuthAbid<br>@LuthAbid<br>@LuthAbid<br> Isuk isuk mules wetenge  luweh cangkeme dan yang paling parah yoiku entek duite.<br> 07:24 -  2018-04-29 dari  Colomadu Indonesia<br> 07:24 -  2018-04,9.90E+17, 7db4d562c05d1b72, Colomadu, Colomadu Indonesia,110.7617315,-7.53679935,om om mulas teng weh cangkol parah upam ente duit,3,Jateng
1490,@dheSatiyanto, 2018-04-29, 16:14,@dheSatiyanto<br>@dheSatiyanto<br>@dheSatiyanto<br>@dheSatiyanto<br>@dheSatiyanto<br>@dheSatiyanto<br>@dheSatiyanto<br>@dheSatiyanto<br> Aku mencret ket mambngi<br> 16:14 -  2018-04-29 dari  Kalimantan Timur Indonesia<br> 16:14 -  2018-04-29 dari  Kaliman,9.91E+17, 8f6d8fbc7060e679, Kalimantan Timur, Kalimantan Timur Indonesia,116.1353565,0.0985775,mencret ket,5,Kaltim
1491,@audinanisa, 2018-04-29, 14:42,@audinanisa<br>@audinanisa<br>@audinanisa<br>@audinanisa<br>@audinanisa<br>@audinanisa<br>@audinanisa<br>@audinanisa<br> waghelaseh temen w hobinya mules & tunduh ae<br> 14:42 -  2018-04-29 dari  Sukajadi Indonesia<br> 14:42 -  2018-04-29 dari  Sukajadi I,9.90E+17, 9c74447e60755891, Sukajadi, Sukajadi Indonesia,107.5887546,-6.88927375,lasi teman w hobi mulas tundun ae,3,Jabar
1492,@rdtymrz, 2018-04-29, 10:13,@rdtymrz<br>@rdtymrz<br>@rdtymrz<br>@rdtymrz<br>@rdtymrz<br>@rdtymrz<br>@rdtymrz<br>@rdtymrz<br> Ketika mau foto studio dan perut km mules  sedangkan antrian tinggal satu lagi. What should i do?<br> 10:13 -  2018-04-29 dari  Candisari Indonesia<br> 10:13 ,9.90E+17, 13e5e8a09a2558e4, Candisari, Candisari Indonesia,110.4308907,-7.016378,foto studio perut km mulas antre tinggal not should ida do,3,Jateng
1493,@wahyueko_p_, 2018-04-29, 22:41,@wahyueko_p_<br>@wahyueko_p_<br>@wahyueko_p_<br>@wahyueko_p_<br>@wahyueko_p_<br>@wahyueko_p_<br>@wahyueko_p_<br>@wahyueko_p_<br> Urip ojok kakean sambat  nanti sakit perut<br> 22:41 -  2018-04-29 dari  Bondowoso Indonesia<br> 22:41 -  2018-04-29 dari  Bon,9.91E+17, 46d507ac27cd7f21, Bondowoso, Bondowoso Indonesia,113.8142132,-7.911866,urip ojok sake sambat sakit perut,2,Jatim
1494,@midosi317, 2018-05-01, 18:49,@midosi317<br>@midosi317<br>@midosi317<br>@midosi317<br>@midosi317<br>@midosi317<br>@midosi317<br>@midosi317<br> Trs pas udah turun w ketemu sm mereka semua ini lagi ngantri toilet aja gitu dibawah. TERUS KENAPA TADI MESTI BURU-BURU WOY. Kirain emergency ,9.91E+17, c6609bd5bcaf250d, Benda, Benda Indonesia,106.6716894,-6.11737,trs turun w ketemu antri toilet mesti buru buru jomlo darurat habituasi gim mencret doang mah toilet pesawat reta kali keman regulatif first keleus,5,Banten
1495,@irawandwiputra, 2018-05-01, 16:36,@irawandwiputra<br>@irawandwiputra<br>@irawandwiputra<br>@irawandwiputra<br>@irawandwiputra<br>@irawandwiputra<br>@irawandwiputra<br>@irawandwiputra<br> Pengen beli handphone tapi belum mules.<br> 16:36 -  2018-05-01 dari  Cipocok Jaya Indonesia<br> 16:36,9.91E+17, ac27dd716bc6aad5, Cipocok Jaya, Cipocok Jaya Indonesia,106.1898375,-6.13479,beli tele mulas,3,Banten
1496,@hiddafa, 2018-05-01, 17:51,@hiddafa<br>@hiddafa<br>@hiddafa<br>@hiddafa<br>@hiddafa<br>@hiddafa<br>@hiddafa<br>@hiddafa<br> sakit perut pas dijalan  enaknya luar biasa. kirain gak nyampe rumah<br> 17:51 -  2018-05-01 dari  Mlonggo Indonesia<br> 17:51 -  2018-05-01 dari  Mlonggo Ind,9.91E+17, f23bbf0d91e5ccda, Mlonggo, Mlonggo Indonesia,110.7084308,-6.5432495,sakit perut jalan enak sampek rumah,2,Jateng
1497,@ichafredie, 2018-05-01, 19:02,@ichafredie<br>@ichafredie<br>@ichafredie<br>@ichafredie<br>@ichafredie<br>@ichafredie<br>@ichafredie<br>@ichafredie<br> apakah di antara kalian ada yg bereaksi sama ketika minum susu sapi pure malah mencret-mencret?<br> 19:02 -  2018-05-01 dari  Sleman Y,9.91E+17, 7349ae0f1fcb7e04, Sleman, Sleman Yogyakarta,110.3806199,-7.689312,reaksi minum susu sapi pure mencret mencret,5,DIY
1498,@sucitrihartatik, 2018-05-01, 14:27,@sucitrihartatik<br>@sucitrihartatik<br>@sucitrihartatik<br>@sucitrihartatik<br>@sucitrihartatik<br>@sucitrihartatik<br>@sucitrihartatik<br>@sucitrihartatik<br> Iya sengaja makan pedas biar sakit perut..<br> 14:27 -  2018-05-01 dari  Kalimantan Timur Indo,9.91E+17, 8f6d8fbc7060e679, Kalimantan Timur, Kalimantan Timur Indonesia,116.1353565,0.0985775,iya sengaja makan pedas biar sakit perut,2,Kaltim
1499,@sayannisa, 2018-05-01, 23:00,@sayannisa<br>@sayannisa<br>@sayannisa<br>@sayannisa<br>@sayannisa<br>@sayannisa<br>@sayannisa<br>@sayannisa<br> Sampe mules gw bacain reply-an nya. Segala ada tombol buat ngeringin si**t  <br> 23:00 -  2018-05-01 dari  Kembangan Indonesia<br> 23:00 -  20,9.91E+17, cf8e8eeed2b8a101, Kembangan, Kembangan Indonesia,106.7421419,-6.1862365,mulas baca reply an tombol ringin sit,3,JKT
