,username,date,time,text,tweetID,placeID,daerah,lokasi,longitude,latitude,result
268,@lovarum_, 2018-01-22, 20:48, Gilaa kak eky kuat makan nasgor super pedes  perut kgak mules ttu kak   Wkwkwk pdhal enak hlo kak  aku klo disuruh pilih rendang jengkol apa rendang daging lebih milih jengkol ny ,955437031621935105, 1f4dc504ba8e1495, Grogol, Grogol Indonesia,110.8257539495863,-7.6113005,gila kak akak kuat makan capcai super pedas perut mulas ttu kak wkwkwk enak kak kalo pilih rendang jengkol rendang daging pilih jengkol ny
269,@amlfanny, 2018-01-23, 02:56, Mamam tuh jalapeno! Mules yg ada ini mah nyampe pagi,955529520412422144, b5b74007b9768111, Dramaga, Dramaga Indonesia,106.73920990336477,-6.5755315,mama nih cabe mules yg mah sampek pagi
270,@riftanti, 2018-01-23, 18:43, mules mules nunggu jam 8 malam hedeh ,955768015848587264, d74066a958870db1, Kebayoran Lama, Kebayoran Lama Indonesia,106.78563265281248,-6.2498520000000015,mulas mulas tunggu jam  malam hedeh
271,@iki_keong, 2018-01-23, 15:16, Bentar bentar jg malah pegel  #mencret,955715820151226369, 25f5e9dbc1b635ac, Gambir, Gambir Indonesia,106.82605578723835,-6.168961,bentar bentar jg gel mencret
272,@Widhiidiw, 2018-01-23, 06:28, Kebiasaan pagiku  mules. Udah yg ketiga kalinya ke toilet,955582919728283648, da02fd68ba12d8e8, Sukasari, Sukasari Indonesia,107.58904644830034,-6.8603106,bias pagi mulas yg tuju toilet
273,@NewOdepuz, 2018-01-23, 08:21, Biarpun gak punya duwit gajian masih lama blum sarapan perut mules yang penting tetap semangat #sambilngopi ,955611458942849024, 4baac1e3b6863685, Tanggul, Tanggul Indonesia,113.48663640690629,-8.1183055,biarpun duit gaji bom sarap perut mulas semangat kopi
274,@baypraz, 2018-01-23, 07:26, Kenapa mules ini selalu saja muncul setelah keluar kamar ... ,955597612656152576, b72dfb0f47a32ccb, Baki, Baki Indonesia,110.77872485691022,-7.6060039999999995,mulas muncul kamar
275,@ncennnnn_, 2018-01-23, 07:03, Tumben ngopi dipagi hari kok malah mules kih perut nyong  opo perut nyong kencot yok?,955591808058142720, a15ecd30e108f0f5, Kartosuro, Kartosuro Indonesia,110.74905776235859,-7.55958515,tumben kopi pagi mulas cik perut nyong opo perut nyong kencot yok
276,@esternnp, 2018-01-23, 05:43, Ini rang orang yg naik krl pagi2 nga pernah sakit perut pas di kereta kah? Kok gue selalu mengalami hal ini kalo pas naik kereta pagi2 :(,955571668482600960, d74066a958870db1, Kebayoran Lama, Kebayoran Lama Indonesia,106.78563265281248,-6.2498520000000015,rang orang yg bis pagi sakit perut pas sidi kereta kah gue alam kalo pas kereta pagi
277,@NanangHaikal, 2018-01-23, 18:07, Jangan lupa handbook nya dibagikan ke masyarakat sipil setempat. Btw saya izin follow. Pengen izin diare tapi udah ketauan boong pake cara itu sama manajer.,955758964834172929, 6066956b38a2b2d9, Pancoran Mas, Pancoran Mas Indonesia,106.81524535347694,-6.3944565,lupa handbook tuju masyarakat sipil nih izin follow ken izin diare uda tau bohong pakai manajer
278,@popogil, 2018-01-23, 17:49, Berlebihan itu tidak baik.  Pedas sekali  bikin sakit perut. Asin sekali  bikin darah tinggi. Manis sekali  jadi sayang.,955754315649466368, 8f6d8fbc7060e679, Kalimantan Timur, Kalimantan Timur Indonesia,116.13535649815245,0.09857749999999997,pedas bikin sakit perut asin bikin darah manis sayang
279,@MissAngklung, 2018-01-23, 17:46, Sakit perut ,955753525169934336, 054c7d12f56a39df, Sumatera Barat, Sumatera Barat Indonesia,100.90738763995216,-0.7956625,sakit perut
280,@thisaparinussa, 2018-01-23, 09:29, makanya diare spy hari ini libur ,955628432850747392, 3ca381967d8f4c1d, Maluku, Maluku Indonesia,126.65569742737915,-3.4589015,diare jaga libur
281,@YolandTreskha, 2018-01-23, 10:03, Setelah tragedi jatuh dari tangga kost'an dan berujung lecet-lecet sekarang diare enceeeeerrr banget dan mengharuskan bolak-balik ke toilet. Kenapa sih kamu? :(,955637126481129472, 70d779a2aa1516db, Kota Surabaya, Kota Surabaya Jawa Timur,112.73087094790115,-7.277097500000001,tragedi jatuh tangga kontra ujung lecet diare cape banget wajib bolak tuju toilet sih
282,@ayuhzhz, 2018-01-23, 09:59, Sakit perut langsung bangun-bangun ditelpon Nia. Ajal orang ga ada yang tau...,955636099170185216, 31569f33fbe4e733, Lowokwaru, Lowokwaru Indonesia,112.60684962877414,-7.943314999999999,sakit perut langsung bangun telpon nia ajal orang gue tau
283,@rizkyramones, 2018-01-23, 12:19, lagi mana aga mules lg errghh tdr cm sejam tadi mw jln jam 10 11 malah jd jm sgni huhuhu\=D/.,955671293856133120, 1d982263cb72d996, Curug, Curug Indonesia,106.60084247333721,-6.243780999999999,aga mulas lg errghh cm jam pas jalan jam   jd jm sgni huhuhud
284,@thisaparinussa, 2018-01-23, 09:19, Trima kasih Diare  sudah bikin hari ini libur di kamar. ,955625986564931584, 3ca381967d8f4c1d, Maluku, Maluku Indonesia,126.65569742737915,-3.4589015,terima kasih diare bikin libur sidi kamar
285,@IyusYus3, 2018-01-23, 20:34, Hahahahahaha  lagi2 pak haji @andretaulany74 jadi yance sampai membuat mba iin @nunung63 ampe mules ketawa... ,955795924994818049, 8f6d8fbc7060e679, Kalimantan Timur, Kalimantan Timur Indonesia,116.13535649815245,0.09857749999999997,hahahahahaha mas haji restitusi yance mbak iin gunung ampe mulas ketawa
286,@dharmawiguna, 2018-01-23, 20:56, Kalo sy beda kasus. Gempa potensi tsunami disaat jadwal2nya BAB  lari mengungsi trus perut mules. Untung bisa berak di sungai ,955801465381011457, c3baa8a0a2a7c77c, Mandiangin Koto Selayan, Mandiangin Koto Selayan Indonesia,100.36755792340773,-0.25773,sy beda gempa potensi tsunami jadwal bab lari ungsi kalo perut mulas untung berak sidi sungai
287,@YuliatinLia, 2018-01-23, 20:50,  ampun sakit perut #JODOHWASIATBAPAK466 @akangobet @SeriesANTV,955799947042942978, 3cc53ab40905a970, Cicendo, Cicendo Indonesia,107.58574224532632,-6.9012880999999995,ampun sakit perut benalu lerak seriesantv
288,@Widhiidiw, 2018-01-23, 09:03, Paling ga suka jalan ke bandara sakit perut,955621991960100864, 9c74447e60755891, Sukajadi, Sukajadi Indonesia,107.58875456964205,-6.88927375,gue suka jalan tuju bandara sakit perut
289,@Rishananda, 2018-01-23, 21:14, Intimate note. Era sorry sorry. Sakit perut krna ngakak pastiXD Yg guest house itu acaranya sjm. Di youtube ga lengkap. Nnti kuberi link klo mau,955805933606612992, 1a29683becc7959b, Bekasi Timur, Bekasi Timur Indonesia,107.0110060250435,-6.254410999999998,intima notes era maaf maaf sakit perut akak hostel house acara sjm sidi youtube gue lengkap nnti lin kalo
290,@indah_quen, 2018-01-24, 18:45, Testi Diare pada anak . . More info… https://www.instagram.com/p/BeVLy3dBkQA/ ,956130782694658048, 67d3c2940d4ab78f, Cibadak, Cibadak Indonesia,106.8836118168677,-6.8331800000000005,testikel diare anak hore info
291,@yds_yayan, 2018-01-24, 17:58, @Mrezahuriyadi cok kau bantu geng biar adek ini gak mules pas ngopi,956119017671999488, d497d7ad935ac708, Bintan Utara, Bintan Utara Indonesia,104.33793114654335,1.11239735,mrezahuriyadi cok kau bantu geng biar kakak mulas pas kopi
292,@cas_sandra_, 2018-01-24, 20:01, Daritadi bolak balik masuk wc mules udah 4x pup. Tp agak senang jg sih. Kali aja bb turun sekilo ,956149860452917248, 78d93e1beb688450, Mamajang, Mamajang Indonesia,119.41181960187731,-5.1666189000000005,bolak masuk wc mulas uda x bab tp senang jg sih kali aja bab turun kilo
293,@Sungha_Jo, 2018-01-24, 16:37, Tahun 2010 . Jiancok ruapamu koyo kopet cok2 berasa pengen mencret wakakakaka . 🖒 Kuwi jaman… https://www.instagram.com/p/BeU9OAehES2/ ,956098723800641536, c709a5a61e18d43f, Gemolong, Gemolong Indonesia,110.83616468824455,-7.39455225, ancuk koyok kopet cok asa ken mencret wakakakaka suwir jaman
294,@agiesiwon, 2018-01-24, 07:52, Anggi tiap pagi : nahan mules sampe kantor ㅋㅋㅋㅋ,955966585075785728, 25f5e9dbc1b635ac, Gambir, Gambir Indonesia,106.82605578723835,-6.168961,muwakil pagi tahan mulas ampe kantor sari
295,@nnasylvia, 2018-01-24, 09:19, Baru aja sampe di pemberhentian pertama   udah mules ini perut.,955988333934424064, afde1810fc526ff2, Gondomanan, Gondomanan Indonesia,110.36635383439709,-7.80152165,aja ampe sidi henti uda mulas perut
296,@alnehendriks, 2018-01-24, 06:36, Sakit perut  kepala pusing  hidung meler. Huft..... Lengkap sudah,955947376237150210, 574b9d7d1295c7b4, Sumurbandung, Sumurbandung Indonesia,107.61707859338095,-6.91441725,sakit perut kepala pusing hidung meler huft lengkap
297,@alfaruqsjp, 2018-01-24, 18:48, Mie bule'K  pedes nya gak bikin sakit perut  karena pakai bumbu tumis yang di buat sendiri ya … https://www.instagram.com/p/BeVMLSNDBcO/ ,956131621715021824, f6eaadf28e5de1d7, Tumpang, Tumpang Indonesia,112.74714542501127,-8.0081155,kopyok bule pedas bikin sakit perut pakai bumbu tumis sidi ya aja
298,@uny_nhiea, 2018-01-24, 21:04, Kalo mood lagi gini penginnya nyari makan yg pedes2 trus ntar paginya sakit perut.  ,956165718126374913, 67af0508137cbb0d, Gunung Putri, Gunung Putri Indonesia,106.93888272578371,-6.377322,mood pengin cari makan yg pedas kalo entar sakit perut
299,@meitiregita, 2018-01-24, 14:25, Mulai mabok  mulai mules mules  mulai panik. Telat banget paniknya,956065400114081793, ea9809774c4145c3, Mlati, Mlati Indonesia,110.32923688591045,-7.736615,mabuk mulas mulas panik telat banget panik
300,@indraji_12, 2018-01-24, 11:59, Kalo lulus ujian yang skala besar atau penting  selalu pas ujiannya tiba2 sakit perut atau masuk angin.,956028728668237825, 59fc0b2781b25311, Bogor Utara 2, Bogor Utara 2 Indonesia,106.82412365113638,-6.553465,lulus uji skala pas uji sakit perut masuk angin
301,@bosii90, 2018-01-24, 21:06, Mata najwa episode malam ini kok jadi mules peyutku pingin..e..,956166416360771584, e1efc63ca2c038b8, Citeureup, Citeureup Indonesia,106.88425355223607,-6.5444474999999995,mata aziz episode malam mulas mamak tela
302,@NChoirinnisa, 2018-01-24, 11:34, Jangan sampai sakit perut mengacaukan liburanmu dan jangan lupa… https://www.instagram.com/p/BeUaigJBi-foiQ-_7UtxBdammJGO_IMsE5UD580/ …,956022458838061056, 574b9d7d1295c7b4, Sumurbandung, Sumurbandung Indonesia,107.61707859338095,-6.91441725,sakit perut acau libur lupa aja
303,@auliahanindita, 2018-01-25, 13:09, Ternyata sakit perut kemarin itu gegara maagh ,956408588959850496, 460d0c131189f4c4, Kembangbahu, Kembangbahu Indonesia,112.36198915014481,-7.2009574999999995,nyata sakit perut kemarin gegar diabetes
304,@KayuagungRadio, 2018-01-25, 12:12, Cara Cepat Sembuhkan Diare  http://www.kayuagung.com/2017/12/cara-cepat-sembuhkan-diare.html …,956394227201597440, 5121473bdca5dd94, Muara Bangka Hulu, Muara Bangka Hulu Indonesia,102.2989624852146,-3.770094,cepat sembuh diare aja
305,@KayuagungRadio, 2018-01-25, 08:28, Jangan Makan Ini Saat Perut Kosong Nanti Diare http://www.kayuagung.com/2016/12/jangan-makan-ini-saat-perut-kosong.html …,956337853385998336, 5121473bdca5dd94, Muara Bangka Hulu, Muara Bangka Hulu Indonesia,102.2989624852146,-3.770094,makan perut kosong diare aja
306,@samalan_ga, 2018-01-25, 16:30, Mencret biasanya spt tuh,956459225869205504, 7248af48e0745ef6, Samalanga, Samalanga Indonesia,96.39570388817805,5.084087,mencret nih
307,@JNE_ID, 2018-01-25, 10:27, 1/3.. Kusta adalah penyakit yang disebabkan oleh mycobacterium leprae yang menyerang kulit  saraf tepi  jaringan dan organ tubuh lain (kecuali otak) dan menimbulkan kecacatan.  #JNE #ConnectingHappiness #Kusta #Harikustasedunia #Jakarta #Jnejakarta #world,956367801421197312, 2cd5efeb7102867f, Grogol Petamburan, Grogol Petamburan Indonesia,106.79070212617808,-6.1618445, lepra sakti akibat mycobacterium lepra kulit saraf tepi jaring organ tubuh kecuali otak timbuk cacat tik pines lepra dunia bandung jaka world
308,@rspuricinere, 2018-01-25, 10:27, Tuberculosis (TB) paru merupakan penyakit infeksi menular paru-paru yang disebabkan oleh bakteri… https://www.instagram.com/p/BeW3mm-lGIN/ ,956367852671590401, 39e923d79493cd32, Lima, Lima Indonesia,106.78742563967754,-6.3451445,tuberkulosis paru sakti infeksi tular paru akibat bakteri
309,@pkugamping, 2018-01-25, 07:17, Yuk Simak Bincang Sehat dengan tema DIARE hari ini Kamis  25 Januari 2018 di radio 92 3 MQFM bersama dr. Dimas Akbar  MMR  ,956319998716215296, 32b242657c638eb5, Gamping, Gamping Indonesia,110.33204772307415,-7.784254000000002,yuk simak bincang sehat tema anemia selasa  februari  sidi radio   gitar bareng sport mas akbar imunisasi
310,@Zhepa_Raiders, 2018-01-25, 17:11," With The_BUJ<Bina_Usaha_Jaya> (021) 6128116-117-119  Kepiting_Rebus...John""DZ""Tralala  & 4 others at Arah Tol Kemayoran Yang Bikin Mencret [pic] — https://path.com/p/WmmtQR8H0JtHWlH3 … …",956469508713033730, 07b2a687075ce78e, Pademangan, Pademangan Indonesia,106.84057118339359,-6.13298635,with vas   kepiting  others at arah tol mayor bikin mencret foto aja aja
311,@gojekinaja93, 2018-01-25, 12:48, heran yak  tiap pagi perut aing pasti mules.. ,956403313309724672, 2cd5efeb7102867f, Grogol Petamburan, Grogol Petamburan Indonesia,106.79070212617808,-6.1618445,heran aja pagi perut caing mulas
312,@sheryambar, 2018-01-25, 10:36, Kata ayah aku 3M   Meler Mules Males,956370260604608513, e5805e233593588f, Jawa Tengah, Jawa Tengah Indonesia,109.85050074894801,-7.3071265,ayah mu keler mules malas
313,@H_idod8596, 2018-01-25, 20:29, Lihat najwe rasanya kepengen berak  mules,956519513008177152, 97f1481670c9fe53, Waru, Waru Indonesia,112.75934959429716,-7.352055,lihat pacai ken berak mulas
314,@tiatiool, 2018-01-25, 18:10, Right now  gua lg boker. Dirumah. Tadi di kantor mules. Tapi gabisa boker. Cuma mau bilang  Alhamdulillah,956484524392595456, 5053899b6acdd6eb, Palmerah, Palmerah Indonesia,106.80146044177187,-6.18947,right solar gua lg beol rumah sidi kantor mulas beol bilang alhamdulillah
315,@DidiCahya, 2018-01-25, 14:43, Minum kopi  duduk di bawah kipas angin  kembung  mules.  Hey @akuardyy ... Wes tekan endi? Aku mau nitip meja. Kebelet ki wesan...,956432350065311745, a933df63601f2338, Rungkut, Rungkut Indonesia,112.8040266405806,-7.314341000000001,minum kopi duduk sidi kipas angin kembung mulas hayo akuarel kewes tekan dendi titip meja pipis bloger ekstensi
316,@HayunAwan, 2018-01-25, 22:29, Di twitter lagi rame si Dilan .. Dilan : milea kamu mules  berat(k),956549502202101760, f48804e2e35d1099, Pasar Minggu, Pasar Minggu Indonesia,106.83613013640064,-6.293493,sidi twitter ramai sang dil dil milea mulas hebat
317,@holuppp, 2018-01-25, 14:28, aku mules #아이콘컴백_오늘_여섯시 yeorobun bentar lagi ikon comeback,956428529045979136, ce7988d3a8b6f49f, Indonesia, Indonesia,113.33412818144043,0.11379699999999993,mulas dakwah yeorobun bentar ikon debut
318,@sativasa, 2018-01-26, 00:00, h-3 masuk kuliah mulai gejala psikosomatis; sakit perut  meriang  pusing  mual  gatel2  panas dingin  sampai mimpi jatoh dari jembatan trus koma satu semester hee...,956572589169651712, 741a800e40e6f5e0, Duren Sawit, Duren Sawit Indonesia,106.92729167843606,-6.2391475,h masuk kuliah gejala psikosomatik sakit perut meriang pusing mual bentol panas dingin mimpi tau jembatan kalo koma semester won
319,@malindaph, 2018-01-26, 06:00, Mules ini ga pilih waktu deh ya,956663170625503232, 3de1313270b12fe7, Balikpapan Selatan, Balikpapan Selatan Indonesia,116.88691241714778,-1.24382865,mules gue pilih deh ya
320,@EvaJameela, 2018-01-26, 14:54, Baru seminggu yg lalu Hbis kakaknya skrng gantian adeknya mencret… https://www.instagram.com/p/BeZ693SFQq9v5Hfb-I922pAwXqz6PgacnG7l2g0/ …,956797456251015169, 6ab2f5132f36eb85, Kuta, Kuta Indonesia,115.17794008938287,-8.725477999999999,yg hbis adik ganti dedek mencret aja
321,@gemacermat, 2018-01-26, 17:38, Contoh lainnya penyakit yang tidak perlu Antibiotik yaitu Diare yang tidak disertai darah atau lendir berbusa pada kotoran (faces). Cegah dehidrasi dg minum oralit  dan observasi tanda bahaya. Jk fases berdarah atau lendir  segera periksa ke dokter ya.. #bijakantibiotik #POR #RUM,956838849535094784, ac9f3b0d4a96ff80, Cakung, Cakung Indonesia,106.9473925388366,-6.18487245,contoh lai sakti antibiotik diare bareng darah lendir busa kotor faces cegah dehidrasi minum oralit observasi tanda bahaya jk feses darah lendir periksa tuju dokter ya antibiotik bol kanser
322,@riztowahyudi, 2018-01-26, 07:04, ga tau knp  tiap pagi pas di dalam kereta perut brasa mules tp pas udah turun lgsung ga kerasa..?,956679090169266176, 019ffe0a3471b036, Tanah Abang, Tanah Abang Indonesia,106.81773603395331,-6.2016105,gue tau pagi pas sidi kereta perut mulas tp pas uda turun gue asa
323,@FajarAShidiq, 2018-01-26, 23:24, Oralit sugan mah mang ,956925722567692288, a0ab46b927a3431d, Tangerang, Tangerang Indonesia,106.63483924338507,-6.186222,oralit sugan mah mang
324,@hanifpraw, 2018-01-26, 00:05, Kalau grogi selalu mules dan malah nggak bisa tidur ,956573731991650304, 883ca3e454e3c756, Blimbing, Blimbing Indonesia,112.64809660034445,-7.959108500000001,grogi mulas tidur
325,@ravbins, 2018-01-26, 11:11, haha aku suka ga merhatiin(?) bakal mules apa ngga...,956741307170353153, 399e79a7f42048e2, Sawangan, Sawangan Indonesia,106.76366008726549,-6.3928945000000015,haha suka gue perhati mulas
326,@Snowdrophope94, 2018-01-26, 07:46, Jangan diare dong plis :(,956689823355453440, 0c1c821962584454, Pamulang, Pamulang Indonesia,106.72537350841672,-6.3168635,diare
327,@amlfanny, 2018-01-26, 08:52, Sebelum otw bandung sarapan mie gaga jalapeno level 5 dulu. Semoga ga sakit perut selama di bis nanti (﹏ ),956706501036425216, b5b74007b9768111, Dramaga, Dramaga Indonesia,106.73920990336477,-6.5755315,jam bandung sarap kopyok gaga cabe level  moga gue sakit perut sidi bis
328,@RomanzaDimas, 2018-01-26, 14:54, meriang dan mencret-mencret. Hmmm,956797553835589632, 6610be42f458e218, Pulo Merak, Pulo Merak Indonesia,106.02116766631602,-5.9458495000000005,meriang mencret hmmm
329,@cindypnr, 2018-01-26, 23:31, Sakit perut malam malam :(( ,956927568547999744, 1d982263cb72d996, Curug, Curug Indonesia,106.60084247333721,-6.243780999999999,sakit perut malam malam
330,@kunfachri, 2018-01-26, 17:24, Imho  sakit diare lebih berat dari sakit gigi ,956835143318044672, 2c0294c5eab821c9, Coblong, Coblong Indonesia,107.6142103008952,-6.88176745,sakit diare berat sakit gigi
331,@muthiaast, 2018-01-26, 16:29, di saat maag berubah menjadi diare,956821273350356993, 59fc0b2781b25311, Bogor Utara 2, Bogor Utara 2 Indonesia,106.82412365113638,-6.553465,sidi gastritis ubah diare
332,@teguhgenyeh, 2018-01-26, 22:50, Itung itung pengeluaran yang harus dibayar bulan ini  totalnya bikin mules. Berak dulu berak!,956917192620097536, 57a1ee055cd1ac46, Talagasari, Talagasari Indonesia,107.4083321143363,-6.239355000000001,hitung hitung bayar total bikin mulas berak
333,@sifulanfalsafi, 2018-01-26, 18:19, Kalau mules sono ke kamar mandi cepet :D haha,956849139106459650, 2eb44917f4d6dddc, Cirebon Barat, Cirebon Barat Indonesia,108.53915156648995,-6.719110499999999,mulas sono tuju kamar mandi cepat d haha
334,@fikeafpr__, 2018-01-26, 11:53," Pas dikos mikirnya besok kalo pulang pingin makan ini itu.  Pas dirumah malah diare ga sembuh"" :""",956751818314342400, e2cf09a47038ba13, Kertosono, Kertosono Indonesia,112.0884525386485,-7.603001000000001,pas kontra pikir besok kalo pulang ken makan pas rumah diare gue sembuh
335,@latifjb, 2018-01-26, 15:20, Jangan mules. Ini berat. kau tak akan kuat. Biar aku saja #dilan #Dilan1990 #dilanmelilit,956804060828479489, 62f9f7941af63107, Tebet, Tebet Indonesia,106.85685564264601,-6.225841900000002,mulas berat kau kuat biar lang langi lilit
336,@dezinfectant, 2018-01-26, 11:56, mules pagi :(,956752731447816194, 00ce43ecd091a5e8, Kebayoran Baru, Kebayoran Baru Indonesia,106.80793714435305,-6.2445845,mulas pagi
337,@ismarikaisma, 2018-01-27, 21:51, Untung ku mencret  jd silit bisa ke up. Hhaaa  #TeamEXO #TwitterBestFandom #SoompiAwards @weareoneEXO EXO POWER,957264705935917056, 37f2711299f0e368, Pejawaran, Pejawaran Indonesia,109.79982783037607,-7.2439919999999995,untung mu mencret jd silir tuju upan hhaaa teamexo dahsyat pajak got power
338,@mas_ef, 2018-01-27, 10:43, Mules langsung gw liat ini.. ,957096787587645442, 1f1226b90ad4867e, Sukarame, Sukarame Indonesia,105.28672030878069,-5.37784735,mules langsung gue liat
339,@Primsovie, 2018-01-27, 08:48, Aduh mules ,957067657441771520, dd680cb560f109f1, Waleri, Waleri Indonesia,110.07466604295635,-6.9871029999999985,aduh mulas
340,@agunkmwahono, 2018-01-27, 09:13, Sui sui kok mules ya,957074057022734336, 1d1bd0f17e142db0, Madukara, Madukara Indonesia,109.73208605854141,-7.3673265,utik iur mulas ya
341,@victorskaup, 2018-01-27, 08:47, liat komuk ni 2 mahluk hidup yg sangat smart kadang mules gue entah napalah. ,957067601355526144, 0e960886390aa80d, Kramat Jati, Kramat Jati Indonesia,106.87059351073131,-6.2757679999999985,liat cas sok  makhluk hidup yg smart kadang mulas gue napal
342,@wantutrif, 2018-01-27, 06:10, Bangun karna sakit perut,957028013991870464, 517fc389e0ce76c9, Jati Uwung, Jati Uwung Indonesia,106.58494189217012,-6.187284,bangun sakit perut
343,@RirinDwi_zq, 2018-01-27, 02:38, Dear @DiaryKiranti Kalau PMS datang pasti krengkiwati mendekat.Jadinya Mala San pinginnya tidur  sakit perut.Semua dapat diatasi oleh KIRANTI. Minuman sehat datang bulan melancarkan haid #ByeKrengki #WhichKrengkiwatiRU Yuk ikutan @meliyani_mela  @astri_rosalina  @thalita_qiut,956974574821756928, 5f631ce0a3951437, Tulang Bawang Tengah, Tulang Bawang Tengah Indonesia,105.16316259681406,-4.5768165000000005,diarykiranti tular liwat bahasa malam proses pengin tidur sakit ranti minum sehat lancar haid byekrengki hilang yuk email salina thalitaqiut
344,@Ignnapillah, 2018-01-27, 17:03, Aku juga Dilan.  Dilan-da sakit kepala dan diare,957192247098851329, 3cd5c20d2f5c2116, Rancaekek, Rancaekek Indonesia,107.75669497530642,-6.9761355,dil landa sakit kepala diare
345,@RirinDwi_zq, 2018-01-27, 01:56, Dear @DiaryKiranti Kalau PMS datang pasti krengkiwati mendekat.Jadinya Mala San pinginnya tidur  sakit perut.Semua dapat diatasi oleh KIRANTI. Minuman sehat datang bulan melancarkan haid #ByeKrengki #WhichKrengkiwatiRU Yuk ikutan @meliyani_mela  @astri_rosalina  @thalita_qiut,956964059772932097, 5f631ce0a3951437, Tulang Bawang Tengah, Tulang Bawang Tengah Indonesia,105.16316259681406,-4.5768165000000005,diarykiranti tular liwat bahasa malam proses pengin tidur sakit ranti minum sehat lancar haid byekrengki hilang yuk email salina thalitaqiut
346,@JakclothBOGOR, 2018-01-27, 17:52, NEW ARRIVAL .Mules.  Tshirt IDR 135k Swipe kiri   Format order  -Nama : -Email : -Alamat… https://www.instagram.com/p/BecyurTBVJx/ ,957204603040358406, e11c6d6d40ed2e67, Bogor Barat, Bogor Barat Indonesia,106.76093303036991,-6.562181000000002,grasi rival mules kaos ribu k tap kiri format order nama email alamat
347,@JakclothBOGOR, 2018-01-27, 17:52, NEW ARRIVAL .Mules.  Tshirt IDR 135k Swipe kiri   Format order  -Nama : -Email : -Alamat… https://www.instagram.com/p/Becyo8ZhY-J/ ,957204573437022208, e11c6d6d40ed2e67, Bogor Barat, Bogor Barat Indonesia,106.76093303036991,-6.562181000000002,grasi rival mules kaos ribu k tap kiri format order nama email alamat
348,@aisyacinintyas, 2018-01-27, 16:45, Sakit perut sih nggak. Cuma mual dan pengen gebuk orang muli bawaannya.,957187828282138624, 46d7c12388aabc9f, Kedaton, Kedaton Indonesia,105.23856826614755,-5.3615895,sakit perut sih mual ken gebuk orang cangget bawa
349,@dwijuliantari, 2018-01-27, 19:33, Sakit perut banyak macamnya. Yg skrg ini macam apa,957230086981210112, d88db2919bf03a65, Denpasar Timur, Denpasar Timur Indonesia,115.23911263358866,-8.633407400000001,sakit perut ragam
350,@Snowdrophope94, 2018-01-27, 22:12, Kentut terbahagia adalah kentut setelah masuk angin dan diare,957270068739555328, 0c1c821962584454, Pamulang, Pamulang Indonesia,106.72537350841672,-6.3168635,kentut bahagia kentut masuk angin diare
351,@EvaJameela, 2018-01-27, 16:36, Dari pada lemes dirmh diare pada gak sembuh2 mending ngemall ajaaahh… https://www.instagram.com/p/BecrdTHlC9xzuqa8u_fGnOHx7wGH7XqqXcP9j40/ …,957185560933781505, 6ab2f5132f36eb85, Kuta, Kuta Indonesia,115.17794008938287,-8.725477999999999,lemes diare sembuh mending ngeceng ajaaahh aja
352,@hayiklanna_, 2018-01-27, 23:58, mari mbribik dona terus.mules... ,957296831414718465, bc28ec6f1688d616, Slahung, Slahung Indonesia,111.39709841629808,-8.036734000000001,mari mbribik madona lus
353,@damasayu_, 2018-01-27, 20:23, mules coy  apalagi di posisi2 tertentu. YAWLA. ,957242690776612864, 6e0f0a00ef60a2bf, Kalimantan Barat, Kalimantan Barat Indonesia,111.10989522389193,-0.4793298500000001,mulas coy sidi posisi yawla
354,@dwijuliantari, 2018-01-27, 19:41, “positive thinking” adalah ketika sedang sakit perut dan w beranggapan itu proses penghancuran lemak. 5555,957232215645016064, d88db2919bf03a65, Denpasar Timur, Denpasar Timur Indonesia,115.23911263358866,-8.633407400000001,positif thinking sakit perut w anggap proses hancur lemak 
355,@ismiminarsy, 2018-01-27, 23:25, TL malem ini kenapa bikin sakit perut dah? Ngga pada malmingan apa? Aku ngakak muluuu nii,957288586268704769, c05dfe6f552ce6b1, Gubeng, Gubeng Indonesia,112.75407403620471,-7.2840905,lat maleman bikin sakit perut dah riah akak muluuu isi
356,@wartapakwan, 2018-01-28, 19:12, Nusron Wahid Jamin Bima Arya  Gak Bakalan &#8220;Mencret&#8221; http://wartapakwan.co.id/2018/01/28/nusron-wahid-jamin-bima-arya-gak-bakalan-mencret/ … lewat @Warta Pakwan,957587088756502528, 59fc0b2781b25311, Bogor Utara 2, Bogor Utara 2 Indonesia,106.82412365113638,-6.553465,wahid wahid jamin sakti arya mencret aja warta galuh
357,@SangrilaLestari, 2018-01-28, 13:38," Kemaren sore ada yang ngeluh sakit perut "" gw pulang dulunya  mau periksa perut "" ""Kapan pulang"" ""Kapan sehat"" ""Elaaahh......"" Dia 'nadaa karsa",957503101505699846, 5121473bdca5dd94, Muara Bangka Hulu, Muara Bangka Hulu Indonesia,102.2989624852146,-3.770094,kemarin sore keluh sakit perut gue pulang periksa perut pulang sehat elaaahh nada karsa
358,@elpijimeleduk, 2018-01-28, 19:57, Dari lg bera ampe kaga jd mules lg,957598576816766976, 6332190d121cef7f, Cikampek, Cikampek Indonesia,107.43552587409121,-6.37405,lg bera ampe kagak jd mulas lg
