username,date,time,text,tweetID,placeID,daerah,lokasi,longitude,latitude,result
@emayrlaa, 2018-05-12, 23:03, Jujur  saat2 seperti tadi bener2 bisa bikin perut lebih mules drpd makan makanan pedes..segrogi itu berada diantara mereke ,9.95334E+17, 7ea9140099e53d8c, Jaten, Jaten Indonesia,110.8919573,-7.55246565,jujur bener bikin perut mules drpd makan makan pedessegrogi mereke
@kodokuna__lover, 2018-05-12, 15:28, bsok2 klo ada go doraibu atau gurabbu doraibu yg lewat patung mencret gw ksh bintang 4 aja kali ya,9.95219E+17, d74066a958870db1, Kebayoran Lama, Kebayoran Lama Indonesia,106.7856327,-6.249852,bsok klo go doraibu gurabbu doraibu yg patung mencret gw ksh bintang aja kali ya
@dindasapasi, 2018-05-12, 12:08, Dari tadi perut w sakit nihhhh  w kira telat makan eh baru inget klo aku belum eek alias mules. Heuu,9.95169E+17, 6c720eea86b34286, Mranggen, Mranggen Indonesia,110.518007,-7.041388,perut w sakit nihhhh w telat makan eh inget klo eek alias mules heuu
@KayuagungRadio, 2018-05-12, 06:34, #ngopi Manfaat mengejutkan dari makan pisang mentah  1.Meningkatkan penyerapan gizi 2. Mengatur tekanan darah 3. Membantu pencernaan 4. Mengandung bakteri probiotik 5. Obat diare 6. Sempurna untuk pengidap diabetes,9.95085E+17, 78d745e0e33ed7a4, Sukarame, Sukarame Indonesia,104.7511458,-2.986931,ngopi manfaat kejut makan pisang mentah tingkat serap gizi atur tekan darah bantu cerna kandung bakteri probiotik obat diare sempurna idap diabetes
@danuoktavianto, 2018-05-12, 06:33, Pagi pagi udah sakit perut aja ,9.95084E+17, 3fd94a02a1dd58cf, Sei Beduk, Sei Beduk Indonesia,104.0336233,1.0507695,pagi pagi udah sakit perut aja
@miikacuu, 2018-05-12, 09:06, Laper atau mules :((,9.95123E+17, 7e7accf68d691aa3, Talang, Talang Indonesia,109.1355002,-6.9180685,laper mules
@septianaria1209, 2018-05-12, 08:20, dear diare  akuh capek bolak balik wc ,9.95112E+17, 6e0f0a00ef60a2bf, Kalimantan Barat, Kalimantan Barat Indonesia,111.1098952,-0.47932985,dear diare akuh capek bolak wc
@Ansramadhani, 2018-05-12, 08:03, Sakit perut yang tak kunjung sembuh ):,9.95107E+17, 88507037a3e644fc, Leces, Leces Indonesia,113.2268619,-7.854867,sakit perut kunjung sembuh
@ayumamad, 2018-05-13, 10:06, Mlebu WAG kaum jurnalis ini kdg malah buat mules,9.95501E+17, ce7988d3a8b6f49f, Indonesia, Indonesia,113.3341282,0.113797,mlebu wag kaum jurnalis kdg mules
@shantiyuliap, 2018-05-13, 08:38, Udah 2 hari sakit perut terus  bolak-balik kamar mandi langsung lemes udahannya. Hahhhhh,9.95478E+17, d16052cf1200267a, Menteng, Menteng Indonesia,106.8421736,-6.190237,udah sakit perut bolak kamar mandi langsung lemes udahannya hahhhhh
@bejosugimin1, 2018-05-13, 08:27, Sakit perut gue ketawaa ngakak bro...  Lemburan dong ente tadi subuh hahahahaha,9.95476E+17, ec6afdae43138dcd, Makasar, Makasar Indonesia,106.8994513,-6.2725095,sakit perut gue ketawaa ngakak bro lembur ente subuh hahahahaha
@fikriazzami, 2018-05-13, 10:50, JOKODOK JADI PANUTAN. wkwk selera humor lo tinggi juga sama kaya otak lo yang ada didengkul hahahahaha planga plongo. Ditanya ini ga tau ditanya itu ga tau aset aset dijual iya iya aja lo jadiin panutan ahhh sudah lah. Duh sakit perut ,9.95511E+17, 9dca48bb616068a2, Pondok Aren, Pondok Aren Indonesia,106.7085466,-6.2665075,jokodok panutan wkwk selera humor lo kaya otak lo dengkul hahahahaha planga plongo ga tau ga tau aset aset jual iya iya aja lo jadiin panutan ahhh duh sakit perut
@FenJho, 2018-05-13, 12:21, Ahudalah  cukup menyiksa dirinya  udah cukup mules liatnya. Bhay!,9.95534E+17, 1d982263cb72d996, Curug, Curug Indonesia,106.6008425,-6.243781,ahudalah siksa udah mules liat bhay
@Le_Nazmex, 2018-05-13, 11:47, Makan - sakit perut - buang - masuk angin... repeat ,9.95526E+17, d03736a456e75662, Andir, Andir Indonesia,107.5713756,-6.9060827,makan sakit perut buang masuk angin repeat
@BellaMarietha, 2018-05-13, 08:06, Mules parah dan nunggu dua setengah jam. Gak perlu dibayangin  berat sumpah!,9.9547E+17, 8847feb20cb0b354, Kesamben, Kesamben Indonesia,112.37844,-8.1189087,mules parah nunggu jam gak dibayangin berat sumpah
@Widhyafellay96, 2018-05-13, 06:23, omg  nungguin bus sampai perut mules ,9.95444E+17, 166e60ce043ae45a, Purwokerto Selatan, Purwokerto Selatan Indonesia,109.2432485,-7.4524995,omg nungguin bus perut mules
@baaihq, 2018-05-13, 20:39, lagi mules diajak makan seblak..   ,9.9566E+17, 7b6a59ab52ddb419, Ciracas, Ciracas Indonesia,106.8926309,-6.3330255,mules ajak makan seblak
@ozymorey, 2018-05-13, 13:29, kalau terlalu banyak makan yg manis emang mules juga sih.mencret salah satu imbasnya kak.,9.95552E+17, d74066a958870db1, Kebayoran Lama, Kebayoran Lama Indonesia,106.7856327,-6.249852,makan yg manis emang mules sihmencret salah imbas kak
@rygarizky, 2018-05-13, 16:57, Aduh aduh  mendadak mules ):,9.95604E+17, e4b647872c10fc3a, Cikeruh, Cikeruh Indonesia,107.7732117,-6.922062,aduh aduh dadak mules
@Spwitasari, 2018-05-13, 15:46, mules ga tepat,9.95586E+17, 67ee4e65b49cb758, Kalimantan Selatan, Kalimantan Selatan Indonesia,115.5159942,-2.74566825,mules ga
@WisnuRamadi, 2018-05-13, 16:18, yes  itu jamu  produk dari kearifan lokal. Jangan banyak² pak   ntar mules  :)),9.95594E+17, 9dca48bb616068a2, Pondok Aren, Pondok Aren Indonesia,106.7085466,-6.2665075,yes jamu produk arif lokal banyak ntar mules
@dyniroxee, 2018-05-13, 00:42, Udh beberapa hari ini sakit perut sampe ke pinggang,9.95359E+17, 0e960886390aa80d, Kramat Jati, Kramat Jati Indonesia,106.8705935,-6.275768,udh sakit perut sampe pinggang
@Ekkkky11, 2018-05-14, 08:51, Batuk plus mules plus filek plus lafer plus maceeet = nikmatin saja ~ ,9.95844E+17, 5053899b6acdd6eb, Palmerah, Palmerah Indonesia,106.8014604,-6.18947,batuk plus mules plus filek plus lafer plus maceeet nikmatin
@ullump, 2018-05-14, 07:15, dan kenapa jadi mules pas doi chat dan bilang 'aku budal' ?,9.9582E+17, 31569f33fbe4e733, Lowokwaru, Lowokwaru Indonesia,112.6068496,-7.943315,mules pas doi chat bilang budal
@titymargana, 2018-05-14, 15:35, Di komen2 nya bang @fadlizon banyak tuh. Isinya maki2 mulu. Mules bacanya.,9.95946E+17, f48804e2e35d1099, Pasar Minggu, Pasar Minggu Indonesia,106.8361301,-6.293493,komen nya bang fadlizon tuh isi maki mulu mules baca
@dityatuxlin, 2018-05-14, 08:55, Jam dua pagi ketika sebagian besar orang tidur dan menikmati mimpi indahnya... Aku berjuang melawan mules dan akhirnya sukses boker. ,9.95845E+17, f339acbd799e8a84, Boyolali, Boyolali Indonesia,110.5933235,-7.5179895,jam pagi orang tidur nikmat mimpi indah juang lawan mules sukses boker
@Icha81744148, 2018-05-14, 19:36, Yaaahhh dy nya gk tauuuu Seriiuusss kk mules nieh tahan ketawa muluuu deee #SemangatK2RLBuatRizkiRidho,9.96006E+17, 63f5120e2acfbb0d, Selong, Selong Indonesia,116.5533351,-8.6572395,yaaahhh dy nya gk tauuuu seriiuusss kk mules nieh tahan ketawa muluuu deee semangatkrlbuatrizkiridho
@MarineCulture, 2018-05-14, 16:15, 14 MAY 2018. Tim GRTC telah melaksanakan sesuai prosedure.  Ikan Segar => Proses ulang √  Bahaya Biologis/Mikrobiologis  disebabkan oleh bakteri pathogen   virus/parasit yg dpt menyebabkan keracunan  penyakit infeksi/infestasi  misalnya: E.Coli pathogenik dll.   Sumber: BKIPM. ,9.95956E+17, 3bd26dc3bcd6d4a6, Gerokgak, Gerokgak Indonesia,114.7931507,-8.205137,may tim grtc laksana sesuai prosedure ikan segar proses ulang bahaya biologismikrobiologis sebab bakteri pathogen virusparasit yg dpt sebab racun sakit infeksiinfestasi ecoli pathogenik dll sumber bkipm
@Dimpaldimpil, 2018-05-14, 09:36, Pantesan saya bangun tidur langsung mules  ada mention nggabeneer,9.95855E+17, 408ad88ee0345f7d, Depok, Depok Indonesia,110.4082427,-7.76769565,pantesan bangun tidur langsung mules mention nggabeneer
@arralarasati, 2018-05-14, 09:48, Paginya samasama mules.. @NirmalaFH mules karna salah makan.. aku mules karna pagi2 udah kedatengan audit ,9.95858E+17, ff9e68b32107be4f, Kedung Banteng, Kedung Banteng Indonesia,109.2017573,-7.3316255,pagi samasama mules nirmalafh mules karna salah makan mules karna pagi udah kedatengan audit
@koroisthebest, 2018-05-14, 22:50, Bisa buat bikin satu team Madrid diare ngga mbah pas Final UCL? ,9.96055E+17, 4e804e21f22144e1, Kebon Jeruk, Kebon Jeruk Indonesia,106.7756626,-6.185602,bikin team madrid diare ngga mbah pas final ucl
@devinzhen, 2018-05-15, 11:38, Itu si pelaku boom bunuh dirinya ??? Gila mules gw liat fotonya... mual ,9.96248E+17, 2cd5efeb7102867f, Grogol Petamburan, Grogol Petamburan Indonesia,106.7907021,-6.1618445,si laku boom bunuh gila mules gw liat foto mual
@adjie_nomotto, 2018-05-15, 10:07, biasanya kalo abis sarapan mules. sekarang kalo abis sarapan malah kangen.,9.96226E+17, f48804e2e35d1099, Pasar Minggu, Pasar Minggu Indonesia,106.8361301,-6.293493,kalo abis sarap mules kalo abis sarap kangen
@dwiuun13, 2018-05-15, 12:19, Kemarin kepala pusing  badan kedinginan  pagi diare  siang panas dingin  mlm di kerok  sekarang badan ngilu2. ,9.96259E+17, 83255c3dbe503f8f, Cibeunying Kaler, Cibeunying Kaler Indonesia,107.6292523,-6.8864112,kemarin kepala pusing badan dingin pagi diare siang panas dingin mlm kerok badan ngilu
@DidiCahya, 2018-05-15, 21:31, Di satu sisi aku dicekoki pemahaman baru dalam beragama  di sisi lain aku mencret. Dosis doktrinnya terlalu keras.  Hari pertama Pondok Ramadan langsung sumeng. Besoknya pas mau berangkat hari kedua  badan panas.  Ada konflik batin  bingung mau ngikut pemahaman yg mana.,9.96398E+17, a933df63601f2338, Rungkut, Rungkut Indonesia,112.8040266,-7.314341,sisi cekok paham agama sisi mencret dosis doktrin keras pondok ramadan langsung sumeng besok pas berangkat badan panas konflik batin bingung ngikut paham yg
@maman1965, 2018-05-15, 17:58, Siapkan Oralit,9.96344E+17, 66555622726ab358, Setia Budi, Setia Budi Indonesia,106.8350756,-6.2213485,siap oralit
@apriel2704, 2018-05-15, 07:25, Semaleman mendadak diare dan pagi ini ku lemas ,9.96185E+17, 5794dab240ed5b5f, Balaraja, Balaraja Indonesia,106.4505199,-6.1780265,maleman dadak diare pagi ku lemas
@apriel2704, 2018-05-15, 20:53, Udah 2 hari perut gak enakin banget  diare kok masih lanjut ,9.96388E+17, 5794dab240ed5b5f, Balaraja, Balaraja Indonesia,106.4505199,-6.1780265,udah perut gak enakin banget diare
@endotapanuntun, 2018-05-15, 20:58, Maunya apa si ini perut. Tadi mules  giliran udah jongkok cuma kentut doang. Aku belum poop seharian loh ya.,9.96389E+17, 62a5c5ffca44cab5, Umbulharjo, Umbulharjo Indonesia,110.3865046,-7.813616,mau si perut mules gilir udah jongkok kentut doang poop hari loh ya
@Intanputri_17, 2018-05-15, 21:43, Kalo bisa milih  gamau pilih sakit perut,9.96401E+17, ae188c2b719d333e, Gondokusuman, Gondokusuman Indonesia,110.3809585,-7.7860407,kalo milih gamau pilih sakit perut
@hannarachmi, 2018-05-15, 20:03, Yaampun  ini ada lanjutannya ternyata hhahahahha ak juga padahal kena beban mental tak wajar ih dulu teh   ntap gini #nostalgia ktawa2 amp sakit perut ,9.96376E+17, b0f1e0022c9f810a, Cileunyi, Cileunyi Indonesia,107.7389976,-6.9298315,yaampun lanjut hhahahahha ak kena beban mental wajar ih teh ntap gin nostalgia ktawa amp sakit perut
@YNswhyn, 2018-05-15, 08:23, Apa yang sedang terjadi?  Sakit perut di warnet Anjay,9.96199E+17, 8f6d8fbc7060e679, Kalimantan Timur, Kalimantan Timur Indonesia,116.1353565,0.0985775,sakit perut warnet anjay
@ulonggg, 2018-05-15, 07:46, perutnya gatau diri  pagi2 udh mules :(,9.9619E+17, b8a13bbb28d48e3d, Wolio, Wolio Indonesia,122.6291094,-5.46513125,perut gatau pagi udh mules
@fsazhary, 2018-05-16, 00:11, perut emang paham aja yang lebih enak ya  minum intisari ga kenapa napa  giliran di kasih green tea cream sbux langsung mules mules. :),9.96438E+17, 62f9f7941af63107, Tebet, Tebet Indonesia,106.8568556,-6.2258419,perut emang paham aja enak ya minum intisari ga napa gilir kasih green tea cream sbux langsung mules mules
@Saniyatussh, 2018-05-16, 00:08, 3 bulan ngehindari mi. Lama2 lupa kenapa kok menghindar. Sekali makan langsung mules:(,9.96437E+17, d00442c6d17663b2, Gayungan, Gayungan Indonesia,112.725266,-7.3300005,ngehindari mi lupa hindar makan langsung mules
@trhyanni, 2018-05-16, 11:11, kok sakit perut yak,9.96604E+17, 30ae96df5cbdf14d, Nusa Tenggara Barat, Nusa Tenggara Barat Indonesia,117.2716953,-8.594855,sakit perut yak
@ulamasalaf07, 2018-05-16, 11:20, Mau berakin orang bantar gebang dan kiai kondang dah mules banget,9.96606E+17, 1996d18014040a9b, Semplak 2, Semplak 2 Indonesia,106.7394579,-6.4915785,berakin orang bantar gebang kiai kondang dah mules banget
@sallyfauzi, 2018-05-16, 12:59, Kujuga gak banyak....kebanyakan mules,9.96631E+17, 31e4594e7a7e7e89, Pasar Rebo, Pasar Rebo Indonesia,106.8616602,-6.3283165,juga gak banyakkebanyakan mules
@sowanable, 2018-05-16, 07:22, Kenapa sakit perut selalu dateng saat gua lg buru2 takut telat,9.96546E+17, 849e167064f094d2, Tanjung Priok, Tanjung Priok Indonesia,106.8778693,-6.1299044,sakit perut dateng gua lg buru takut telat
@NanikHida, 2018-05-16, 06:25, Alarm terbaeque :  Omelan ibu  Alarm hp  Mules ,9.96532E+17, e72e46ccb9e5ba6e, Pekalongan Selatan, Pekalongan Selatan Indonesia,109.6694055,-6.916084,alarm terbaeque omel alarm hp mules
@ssulistiyono, 2018-05-16, 20:11, La kalau kalau katak ila bilah ...  *sakit perut ..  ,9.9674E+17, 31e4594e7a7e7e89, Pasar Rebo, Pasar Rebo Indonesia,106.8616602,-6.3283165,la katak ila bilah sakit perut
@lazuandi, 2018-05-16, 01:41," Makan pedes kan bukan karena pengen mencret Makan manis bukan karena mau diabet  Flashback syedih bukan karena galau  cuma mau liat ke belakang bentar sambil  ""Haha stupid me  fuck you bro""  Terus gas lagi gitu.",9.96461E+17, dd88d16e650304a9, Sukmajaya, Sukmajaya Indonesia,106.8475324,-6.3969215,makan pedes ken mencret makan manis abet flashback syedih galau liat bentar haha stupid me fuck you bro gas gitu
@KEYselekTAEMpe, 2018-05-16, 22:10, MATI. SIAPA YANG GA MULES ,9.9677E+17, 60fb532d5c8571db, Gadingrejo, Gadingrejo Indonesia,112.8857008,-7.6453505,mati ga mules
@zaharawr, 2018-05-16, 09:20, Sarapan today disponsori oleh Sundanese signature dish  semur jengki & karedok leunca :) bae bae mules tong,9.96576E+17, da02fd68ba12d8e8, Sukasari, Sukasari Indonesia,107.5890464,-6.8603106,sarap today sponsor sundanese signature dish semur jengki karedok leunca bae bae mules tong
@Azhyr4, 2018-05-16, 21:54, Udah lama ga degdegan tiap nunggu chat atau sakit perut tiap mau ketemu atau senyum2 sendiri baca chat. Lebih sering ketawa2 sendiri baca shitpost :(,9.96766E+17, dae51184e7fac9bd, Parompong, Parompong Indonesia,107.5949841,-6.79575525,udah ga degdegan nunggu chat sakit perut ketemu senyum baca chat ketawa baca shitpost
@IntaniPuspita, 2018-05-17, 13:04, Aku minum frenta  Langsung mencret ahaha,9.96995E+17, 7c7e93f29191841c, Ciledug, Ciledug Indonesia,106.7132346,-6.220018,minum frenta langsung mencret ahaha
@RoySparringa, 2018-05-17, 22:47, Salmonella typhi adalah penyebab demam tifoid yang merupakan penyakit umum disebarkan melalui makanan tercemar dan belum mendapat perhatian serius.   Penyebab utama adalah higiene & sanitasi yang buruk. Tersedia vaksin untuk pencegahannya. Hubungi dokter untuk imunisasi! ,9.97141E+17, 2d46dbd9431c332e, Legok, Legok Indonesia,106.6043202,-6.292148,salmonella typhi sebab demam tifoid sakit sebar makan cemar perhati serius sebab utama higiene sanitasi buruk sedia vaksin cegah hubung dokter imunisasi
@intanatmr, 2018-05-17, 03:35, saya takut  kalo puasa hri pertama saya mencret grgr kebanyakan makan pepaya sm minum susu hehehe,9.96852E+17, e4d3eb9106fe011f, Sukun, Sukun Indonesia,112.6140946,-7.9897085,takut kalo puasa hri mencret grgr banyak makan pepaya sm minum susu hehehe
@syifaainn, 2018-05-17, 08:02, Lama2 gatega juga sm mencitnya. Dulu dibuat diare  terus buntutnya dipotong  dibuat sakit  skrng dibikin kejang atau mati....,9.96919E+17, 7fabe8f1632e11f8, Sumbersari, Sumbersari Indonesia,113.7091648,-8.1802265,gatega sm mencit diare buntut potong sakit skrng bikin kejang mati
@gwyana, 2018-05-17, 07:23, Niatnya mau cuss ngantor pagi jam 6-an eh eh eh malah mules dan ngantuk lagih  walhasil jam 7 baru mandi ,9.96909E+17, a0ab46b927a3431d, Tangerang, Tangerang Indonesia,106.6348392,-6.186222,niat cuss ngantor pagi jam an eh eh eh mules ngantuk lagih walhasil jam mandi
@karinawinss, 2018-05-17, 04:43, yak! terjadi lagi. kutukan tiap sahur di hari pertama : perut mules diare. semacam kaget dikasi makan jam segini.,9.96869E+17, ea9809774c4145c3, Mlati, Mlati Indonesia,110.3292369,-7.736615,yak kutu sahur perut mules diare kaget kasi makan jam gin
@mochijwoos, 2018-05-17, 04:33, Wkwk dulu waktu aku masih minum herbalif* memaksaku untuk gapernah sahur  akhirnya kebiasaan sampe skrg dan kalo makan malah sakit perut .-. Minum susu doang deh akhirnya kalo sahur,9.96866E+17, 985d2f4ed1a2b7ef, Kalasan, Kalasan Indonesia,110.4663995,-7.7443825,wkwk minum herbalif paksa gapernah sahur biasa sampe skrg kalo makan sakit perut minum susu doang deh kalo sahur
@ATHRS, 2018-05-17, 04:13, gastritis  diare  puasa hari pertama. kompilasi ntabh~,9.96861E+17, 32b242657c638eb5, Gamping, Gamping Indonesia,110.3320477,-7.784254,gastritis diare puasa kompilasi ntabh
@AyuhestyH, 2018-05-17, 04:08, Perna gak u sakit perut pen pup tapi gak keluar2 tu t*i,9.9686E+17, cf712fd91280ebff, Denpasar Barat, Denpasar Barat Indonesia,115.1973648,-8.650534,perna gak u sakit perut pen pup gak tu ti
@SauLquu, 2018-05-17, 19:09, Tarawih pertama cuma dapet setengahnya karena diare tarawih ke 2 gaberangkat garagara meler panas pusing wkwkwk,9.97087E+17, c0266dd76decce3e, Paguyangan, Paguyangan Indonesia,109.0436121,-7.294661,tarawih dapet tengah diare tarawih gaberangkat garagara meler panas pusing wkwkwk
@soniapriyan, 2018-05-17, 04:23, Emg g sakit perut pagi2 nasi goreng? Gue mah mules ,9.96864E+17, 5053899b6acdd6eb, Palmerah, Palmerah Indonesia,106.8014604,-6.18947,emg g sakit perut pagi nasi goreng gue mah mules
@ulinnidaa, 2018-05-17, 04:04," Ngebayangin pasti kalo saur dirumah bakal ada drama drama bangunin tidur  masih males bangun buat makan  dan diancem buke""nanti kalo sakit perut nggak usah sambat sama buke"" luluh hati enda bukkk ",9.96859E+17, 7238325287d88f34, Sidomukti, Sidomukti Indonesia,110.4905801,-7.3390995,ngebayangin kalo saur rumah drama drama bangunin tidur males bangun makan diancem bukenanti kalo sakit perut nggak sambat buke luluh hati enda bukkk
@bigbehemoth, 2018-05-17, 18:26, Baru juga kemasukan kurma uda mules  yaudah besok ganti menu buka puasa. Pake buah khuldi.,9.97076E+17, abfd22ae2083dfb1, Sragen, Sragen Indonesia,111.0204863,-7.4041273,masuk kurma uda mules yaudah besok ganti menu buka puasa pake buah khuldi
@izzatyhusna_, 2018-05-17, 19:04, Sakit perut tapi takde airr. Jangan cakap pakcik yg jaga air ni pi terawikh dah. Aduhhhh,9.97085E+17, 067af93f6029f79d, Biringkanaya, Biringkanaya Indonesia,119.4956637,-5.10557855,sakit perut takde airr cakap pakcik yg jaga air ni pi terawikh dah aduhhhh
@dilla_apriliaa, 2018-05-17, 19:25, Lo mah suka ngilang kaya rasa mules mau berak,9.97091E+17, 9e47c8239078e9c7, Cimanggis, Cimanggis Indonesia,106.8874776,-6.3919865,lo mah suka ngilang kaya mules berak
@Anca1908, 2018-05-17, 02:53, Sahur 1  Pembukaan oleh sakit perut ,9.96841E+17, 7f49b1f7db58c673, Lappa Riaja, Lappa Riaja Indonesia,120.044743,-4.6506952,sahur buka sakit perut
@_PUTRISR, 2018-05-17, 02:31, Sahur pertama kok yo ono acara weteng mules ,9.96835E+17, 883ca3e454e3c756, Blimbing, Blimbing Indonesia,112.6480966,-7.9591085,sahur yo ono acara weteng mules
@nirwanalamsyah, 2018-05-17, 20:41, Sakit perut  alesan andelan dari dulu kalo ditanya nyokap knp udh balik teraweh lebih awal. ,9.9711E+17, 1d982263cb72d996, Curug, Curug Indonesia,106.6008425,-6.243781,sakit perut alesan andelan kalo nyokap knp udh teraweh
@tatakeh, 2018-05-18, 16:33, niattt puasa terhalangi   dehidrasi - radang tenggorokan - demam - badan ngilu  tahan laper - maag - masuk angin - mencret  pdhl ku terbiasa menahan lapar di keseharianku,9.9741E+17, 4a8036559f6cf19b, Medan Sunggal, Medan Sunggal Indonesia,98.63499177,3.591893,niattt puasa halang dehidrasi radang tenggorok demam badan ngilu tahan laper maag masuk angin mencret pdhl ku biasa tahan lapar hari
@cepihusni83, 2018-05-18, 19:24, Liwetan kasih sambel plus jengkol biar pada mencret...sundanis food,9.97453E+17, 3e894af61737bff0, Cibitung, Cibitung Indonesia,107.1200122,-6.2424025,liwet kasih sambel plus jengkol biar mencretsundanis food
@ayunandaseptian, 2018-05-18, 03:43, Jadi setelah Arsy yg diare  bundanya juga sama. Sama sama diare ditambah bapak suami pun keluar kota,9.97216E+17, 5efad603be941ba8, Tamalate, Tamalate Indonesia,119.4257678,-5.18864695,arsy yg diare bunda diare tambah suami kota
@egiyudha, 2018-05-18, 05:23, Baru sahur beberapa jam yg lalu udah mules aja sekarang,9.97241E+17, 408ad88ee0345f7d, Depok, Depok Indonesia,110.4082427,-7.76769565,sahur jam yg udah mules aja
@jesshicaamalisa, 2018-05-18, 19:46, Yatuhan bayangin mnggu dpn w mules trs :(,9.97458E+17, 5121473bdca5dd94, Muara Bangka Hulu, Muara Bangka Hulu Indonesia,102.2989625,-3.770094,yatuhan bayangin mnggu dpn w mules trs
@qolbunkhoir, 2018-05-18, 15:29, Si nganu jellas bingung apa itu pengertian bln suci ramadhan ngomong aja kayk orang habis sakit diare. Aa ee ooo aaa ee ooo.. bukan kelasnya mbak klo sama bang anis.. perbedaannya langit n bumi .,9.97394E+17, 814feb98943c7ce1, Kebomas, Kebomas Indonesia,112.6272514,-7.17639,si nganu jellas bingung erti bln suci ramadhan ngomong aja kayk orang habis sakit diare aa ee ooo aaa ee ooo kelas mbak klo bang anis beda langit n bumi
@safirawwww, 2018-05-18, 21:50, ADA GITU LAGI DIARE DIANYA BERENANG-RENANG???!!!1! ,9.9749E+17, 16dddbec862c3761, Trucuk, Trucuk Indonesia,111.8330693,-7.122302,gitu diare dia renang renang
@averroes3, 2018-05-18, 15:52, masih 9mnit lgi.. nungguin smpe sakit perut.. wkwkwkkw,9.97399E+17, b8368595ee6c55bb, Banyuurip, Banyuurip Indonesia,109.9735865,-7.742625,mnit lgi nungguin smpe sakit perut wkwkwkkw
@aicemochy, 2018-05-19, 05:48, Aq mau bobok tp sakit perut huhu,9.9761E+17, 6332190d121cef7f, Cikampek, Cikampek Indonesia,107.4355259,-6.37405,aq bobok tp sakit perut huhu
@egiyudha, 2018-05-19, 03:25, Ada kah manusia di dunia ini yg tau dirinya diare tapi tetep maksa pingin nyemplung kolam renang?,9.97574E+17, 408ad88ee0345f7d, Depok, Depok Indonesia,110.4082427,-7.76769565,kah manusia dunia yg tau diare tetep maksa pingin nyemplung kolam renang
@aawhyu, 2018-05-19, 09:39, puasa + diare = mantap bingit,9.97668E+17, ce7988d3a8b6f49f, Indonesia, Indonesia,113.3341282,0.113797,puasa diare mantap bingit
@RoySparringa, 2018-05-19, 09:54, Laporan CDC: “Hampir 500 wabah penyakit terkait dengan kolam renang  hot tub dan taman bermain air dari tahun 2000 hingga 2014”  Kalau sedang diare jangan berenang dulu ya. Bisa nular kemana-mana! ,9.97672E+17, 2d46dbd9431c332e, Legok, Legok Indonesia,106.6043202,-6.292148,lapor cdc wabah sakit kait kolam renang hot tub taman main air diare renang ya nular mana
@anak_esde, 2018-05-19, 08:15, masih pagi udah dapet sarapan senyum aja. Bikin mules perut lagi,9.97647E+17, e0fbedcbb7e2e0a8, Parungpanjang, Parungpanjang Indonesia,106.5696461,-6.361097,pagi udah dapet sarap senyum aja bikin mules perut
@DidiCahya, 2018-05-19, 08:29, Ini weekend. Tolong WAG-nya buat hahahihi aja. Mules kalau ngomongin kerjaan...,9.97651E+17, a933df63601f2338, Rungkut, Rungkut Indonesia,112.8040266,-7.314341,weekend tolong wag nya hahahihi aja mules ngomongin kerja
@nasutionarii, 2018-05-19, 11:49, Hahaha peribahasa aja lah bang  minum air kolam renang apa gak ujungnya diare ,9.97701E+17, 966210afcb797b90, Medan Kota, Medan Kota Indonesia,98.69103129,3.58810335,hahaha peribahasa aja bang minum air kolam renang gak ujung diare
@Wortelina23, 2018-05-19, 09:36, Puasa hari ke dua batal jam 3 sore  puasa hari ke tiga perut mules ga jelas. Mau makan  tapi orang-orang pada puasa.,9.97667E+17, 517fc389e0ce76c9, Jati Uwung, Jati Uwung Indonesia,106.5849419,-6.187284,puasa batal jam sore puasa perut mules ga makan orang orang puasa
@r1hermawan, 2018-05-19, 14:49, TB paru ama diabetes  yuk... Aamiin  makasih  doanya ya...,9.97746E+17, 713bac6ffd0b4787, Pitu, Pitu Indonesia,111.3648368,-7.360474,tb paru ama diabetes yuk aamiin makasih doa ya
@uno_suratno, 2018-05-19, 10:15, Mari kita optimalkan seluruh layanan kesehatan kita sebagai ujung tombak untuk mendetekti  mencegah dan mengobati Tuberkulosis @DPDRI #DPDRI  http://www.rri.co.id/bengkulu/post/berita/529493/daerah/senator_riri_eliminasi_tb_di_bengkulu.html …,9.97677E+17, 7511d0f9559b7e2a, Cileungsi, Cileungsi Indonesia,106.9620015,-6.437104,mari optimal layan sehat ujung tombak mendetekti cegah obat tuberkulosis dpdri dpdri
@fahiraidris, 2018-05-19, 17:35, Yuk bantu Pak Gubernur @aniesbaswedan sukses kan program Jakarta Bebas Tuberkulosis  ,9.97788E+17, 8abebb7370b6cef9, Pancoran, Pancoran Indonesia,106.8490351,-6.256264,yuk bantu gubernur aniesbaswedan sukses program jakarta bebas tuberkulosis
@dillzlun, 2018-05-19, 14:24, Untung gak mencret  ,9.9774E+17, 2d8ffa83ff4be24e, Cibeunying Kidul, Cibeunying Kidul Indonesia,107.6501197,-6.89855745,untung gak mencret
